"folioviv","foliohog","ubica_geo","clase_hog","ing_cor","gasto_mon","alimentos","salud","educa_espa"
"1460028605","1","14011","3",41745.13,23332.06,6929.82,1207.15,3509.27
"1460028606","1","14011","2",21118.5,23880.43,8543.35,581.07,2723.47
"1460028707","1","14011","2",31834.7,25668.35,6325.56,1087.81,2925.65
"1460028708","1","14011","2",41294.78,59233.35,25328.21,1301.07,11309
"1460028709","1","14011","3",11935.95,5124.04,3985.65,0,0
"1460028710","1","14011","2",26729.79,9845.13,4204.19,298.36,1996.71
"1460028710","2","14011","2",56862.93,27198.37,8395.56,995.84,1710
"1460028712","1","14011","3",13174.42,39164.16,8691.29,3189.11,720
"1460029301","1","14011","2",10748.86,15264.71,8562.72,13.69,0
"1460029302","1","14011","1",8130.9,8945.61,5207.09,0,0
"1460029303","1","14011","3",64488.16,10864.04,3117.8,0,366.84
"1460029304","1","14011","2",55322.17,40784.74,16675.33,10115.19,2583.08
"1460029305","1","14011","2",52670.54,31916.69,13088.34,324.76,2308.04
"1460029306","1","14011","3",43823.59,23137.9,13358.35,498.9,1880.32
"1460029419","1","14011","2",50451.81,22441.26,8935.51,401.08,870.96
"1460029420","1","14011","2",25523.49,25702.5,11776.96,777.7,600
"1460029421","1","14011","2",31191.02,21548.17,4390.59,102.71,92.9
"1460029422","1","14011","2",34366.95,17418.93,10028.42,710.2,2963.37
"1460029423","1","14011","2",25806.23,22393.79,5708.47,97.82,0
"1460029813","1","14011","3",46647.51,20209.85,7534.17,2024.96,2298.9
"1460029814","1","14011","2",17955.2,11795.71,4082.04,117.38,1856.31
"1460029815","1","14011","2",25865.19,11214.95,4622.06,420.64,709.18
"1460029816","1","14011","3",47905.26,20138.61,4133.5,9.78,1819.67
"1460029817","1","14011","2",18259.7,13894.21,8176.97,41.08,466.67
"1460029818","1","14011","2",17801.18,17381.69,11307.67,96.84,2919
"1460029907","1","14011","3",12897.09,3925.97,1047.81,1643.47,580.64
"1460029907","2","14011","2",30579.85,19877.24,14386.82,336.5,3.91
"1460029907","3","14011","2",33512.91,17657.28,8318.36,310.1,1685.43
"1460029908","1","14011","2",24159.39,10068.88,5039.93,418.68,1110.96
"1460029909","1","14011","3",31001.91,13469.18,8871.25,64.56,1434.75
"1460029910","1","14011","2",12933.57,7968.61,5251.97,252.38,660
"1460029911","1","14011","2",24591.91,17571.68,9533.4,785.52,352.17
"1460029912","1","14011","2",60865.6,31690.76,15833.35,244.56,600
"1460035001","1","14013","2",25566.1,22833.79,7649.85,361.93,2571.21
"1460035002","1","14013","3",42667.7,15232.23,3516.36,0,2726.5
"1460035003","1","14013","3",20701.25,16926.54,5644.2,1467.39,360
"1460035004","1","14013","2",17702.9,14396.76,7669.18,2110.1,1795.2
"1460035005","1","14013","2",27880.2,19243.86,7765.56,39.12,2275.34
"1460035006","1","14013","2",16536,16080.15,8209.11,68.47,752.89
"1460035219","1","14013","2",37122.77,23667.46,13396.91,420.64,1451.61
"1460035220","1","14013","3",57792.63,53320.49,23573.21,2294,1090.64
"1460035221","1","14013","3",71754.54,42807.46,5888.51,586.95,1080
"1460035222","1","14013","2",28306.34,32714.45,15852.57,1719.76,3647.46
"1460035223","1","14013","2",6809.65,10973.16,5624.88,273.91,0
"1460035224","1","14013","2",38309.63,23141.62,7855.61,3619.55,600
"1460035607","1","14013","2",60763.22,21278.13,6621.33,716.05,6573.04
"1460035608","1","14013","3",76884.58,58090.48,7071.37,4989.1,16685.39
"1460035609","1","14013","2",32718.03,19176.39,3677.1,371.73,172.13
"1460035611","1","14013","1",6117.23,2916.39,2121.39,0,0
"1460035612","1","14013","3",17325.42,4851.66,3490.65,0,0
"1460035713","1","14013","2",18066.97,11720.32,6454.13,723.91,0
"1460035714","1","14013","1",14999.96,3347.53,2597.03,0,0
"1460035715","1","14013","3",55292.94,30864.56,8305.63,91.95,2400
"1460035716","1","14013","2",11380.3,14540.87,7289.86,39.12,1085.95
"1460035717","1","14013","2",20582.64,14317.13,5939.93,0,1080
"1460035717","2","14013","2",35450.02,12298.05,5978.46,684.77,600
"1460035718","1","14013","3",45368.54,35510.04,8575.59,621.19,1107
"1460170307","1","14063","1",19350.62,4130.79,89.99,0,600
"1460170308","1","14063","2",44698.3,83655.5,12291.24,64124.98,627
"1460170309","1","14063","2",14629.72,7678.37,2159.9,1130.85,0
"1460170310","1","14063","3",15625.52,5077.8,3407.04,0,0
"1460170311","1","14063","3",32758.31,23218.66,11108.24,327.69,4036.08
"1460170312","1","14063","2",51424.93,24674.33,13178.24,1007.58,2514.09
"1460170501","1","14063","2",17344.68,6819.45,5104.2,0,0
"1460170502","1","14063","3",11538.73,17859.64,12175.46,489.13,900
"1460170503","1","14063","3",5576,4236.75,1491.34,0,0
"1460170504","1","14063","2",19069.1,11281.14,5039.93,489.11,0
"1460170505","1","14063","2",55924.93,41707.75,8009.83,8804.33,4588.04
"1460170819","1","14063","2",42809.04,31608.3,8022.74,0,627
"1460170820","1","14063","2",20361.75,4661.9,3857.06,313.04,0
"1460170821","1","14063","2",33679.15,38902.02,10067.01,0,9671.3
"1460170822","1","14063","1",8042.79,3437.3,2262.8,0,0
"1460170824","1","14063","2",28364.33,13830.07,5914.18,361.94,420
"1460170914","1","14063","2",28642.66,13787.96,4165.64,0,900
"1460170915","1","14063","2",26366.78,11563.58,5399.88,0,630
"1460170916","1","14063","3",60589.82,21481.91,8202.68,0,0
"1460170917","1","14063","3",28449.07,9741.4,4139.89,0,0
"1460170918","1","14063","2",22239.64,13072.63,5785.58,0,0
"1460185007","1","14066","2",48360.78,34301.11,20159.59,0,630
"1460185008","1","14066","2",22830.99,15705.39,8189.85,0,0
"1460185008","2","14066","2",34667.1,17026.36,7881.26,0,0
"1460185009","1","14066","3",32675.46,27230.3,10272.64,904.89,627
"1460185010","1","14066","2",6688.61,2621.92,1941.35,117.39,0
"1460185011","1","14066","3",10204.34,5897.99,2057.07,0,0
"1460185012","1","14066","2",17766.47,4918.89,2597.06,0,0
"1460185012","2","14066","2",12570.65,23681.5,16353.95,0,900
"1460185401","1","14066","2",27050.48,22368,12169.05,0,4802.93
"1460185402","1","14066","2",29457.09,10526.28,3561.34,342.38,3261.59
"1460185403","1","14066","1",22138.49,11277.65,6492.82,0,0
"1460185404","1","14066","2",8045.06,6582.25,3104.92,0,0
"1460185405","1","14066","1",18285.26,5608,3959.92,0,0
"1460185406","1","14066","3",37929.79,39402.74,19034.71,763.01,6848.76
"1460185613","1","14066","1",9467.3,5600.63,3426.36,489.13,0
"1460185614","1","14066","2",37532.47,42361.66,14309.68,733.68,9096
"1460185615","1","14066","2",36516.95,12758.28,4975.64,2670.64,0
"1460185616","1","14066","2",19967.18,12436.54,4994.9,3.91,4107
"1460185617","1","14066","2",16303.27,32710.15,8627.03,431.4,7359
"1460185618","1","14066","3",130416.42,43118.26,15454.05,1936.95,5378.93
"1460185719","1","14066","3",43379.04,21331.81,8305.55,2641.3,1797
"1460185720","1","14066","3",62113.93,13204.57,6325.57,0,0
"1460185721","1","14066","2",19819.66,20766.45,7585.59,1076.08,1868.85
"1460185723","1","14066","2",28267.97,31307.28,15903.93,4206.51,879
"1460185724","1","14066","3",76293.4,47290.88,18096.11,1271.73,8032.62
"1460190201","1","14066","2",54823.56,30185.42,12214.05,366.84,0
"1460190202","1","14066","2",36609.82,22292.34,10259.91,508.69,885
"1460190203","1","14066","1",16209.93,11635.65,5933.42,0,1080
"1460190204","1","14066","3",25527.17,47939.61,5354.9,0,0
"1460190205","1","14066","3",60027.54,21207.93,12792.61,499.89,750
"1460190206","1","14066","1",10672.93,12291.72,6852.66,0,0
"1460190313","1","14066","2",51868.63,27406.17,16149.59,0,1478.7
"1460190314","1","14066","2",39802.58,25546.78,11108.29,0,5922.56
"1460190315","1","14066","1",42669.41,18321.11,5335.67,0,2122.82
"1460190316","1","14066","2",19345.09,16422.77,8219.4,0,900
"1460190317","1","14066","2",17902.16,19940,10330.53,185.86,3169.36
"1460190318","1","14066","1",11262.97,5004.01,2590.53,0,630
"1460190507","1","14066","3",118272.14,64876.04,22751.91,1758.9,2766.03
"1460190508","1","14066","2",54351.86,43883.13,9951.23,0,1669.34
"1460190509","1","14066","2",27241.2,19259.05,10542.71,0,415.75
"1460190510","1","14066","2",24492.01,29127.9,10066.94,528.24,8158.06
"1460190511","1","14066","2",86027.29,16117.37,8337.73,0,891
"1460190919","1","14066","2",17070.64,17544.74,8781.27,0,0
"1460190920","1","14066","2",37312.18,30277.1,13686.21,0,900
"1460190921","1","14066","2",37795.76,27386.04,8408.41,19.56,3866.29
"1460190922","1","14066","3",72722.34,42444.51,12079.12,0,8423.42
"1460190923","1","14066","2",46554.02,41618.05,20931.19,195.64,0
"1460190924","1","14066","3",26260.1,20557.67,7135.58,117.39,840
"1460198013","1","14069","1",12530.38,7550.08,2764.21,973.34,0
"1460198014","1","14069","1",89174.09,32307.83,7637.09,2034.77,2552.6
"1460198016","1","14069","3",30166.35,21015.48,10819.13,5404.86,1581.51
"1460198017","1","14069","3",145863.21,180392.26,40789.11,33904.47,5614.55
"1460198407","1","14069","2",11707.56,7849.32,2069.93,2054.33,1170
"1460198408","1","14069","2",54735.25,32149.11,10607.05,410.86,2322.58
"1460198409","1","14069","1",12637.92,1772,1478.53,0,0
"1460198410","1","14069","1",25931.79,21538.37,6055.63,4793.47,984
"1460198411","1","14069","3",15896.53,5546.8,2172.82,174.12,0
"1460198412","1","14069","2",31437.63,11464.67,4358.44,2249.96,924
"1460198619","1","14069","2",71934.89,58256.71,14541.22,146.73,11124.78
"1460198621","1","14069","1",14281.96,13130.89,6010.61,1858.69,924
"1460198622","1","14069","2",36934.56,20115.87,9244.18,0,690
"1460198623","1","14069","2",68855.4,20569.26,6074.84,234.77,2460.32
"1460198801","1","14069","2",100943.75,46931.62,16450.56,2398.68,2375.4
"1460198803","1","14069","2",49731.13,57667.43,17414.75,21355.39,3946.72
"1460198805","1","14069","2",13936.41,16120.65,7096.94,1349.99,900
"1460198806","1","14069","2",37680.69,15606.58,9372.78,1643.47,1014
"1460210207","1","14077","3",78624.69,27135.04,12059.82,0,930
"1460210208","1","14077","1",50284.46,28057.67,2841.35,1467.38,0
"1460210209","1","14077","3",49166.37,38404.32,12316.94,4010.86,9922.27
"1460210212","1","14077","2",57710.48,28610.87,4075.66,1995.64,49.72
"1460210319","1","14077","3",93095.99,60295.18,16977.65,1956.51,3979.34
"1460210320","1","14077","3",76135.79,55447.04,19478.24,0,1908.26
"1460210321","1","14077","2",28198.35,32752.9,8787.67,244.55,745.82
"1460210322","1","14077","3",16592.08,16696.34,9597.68,0,0
"1460210323","1","14077","2",20526.89,17363.82,8472.71,0,3948.38
"1460210324","1","14077","2",30393.46,11752.6,7572.7,2905.43,0
"1460210513","1","14077","3",73203.17,43321.04,14881.92,2703.89,5951.6
"1460210515","1","14077","2",21284.72,28202.93,10639.12,3766.28,733.69
"1460210516","1","14077","2",29801.38,21053.66,10137.65,242.6,870
"1460210517","1","14077","2",26130.6,20678.22,11423.32,498.9,1258.64
"1460210702","1","14077","3",188489.95,126192.69,23515.46,25468.99,25506.87
"1460210703","1","14077","2",36294.86,22951.28,13840.31,655.41,684.78
"1460210705","1","14077","3",58413.37,54854.65,7714.2,8787.66,10800
"1460210706","1","14077","3",26271.3,20633.78,13036.87,399.11,2022.27
"1460237020","1","14085","1",11824.83,7505.49,1864.25,0,720
"1460237021","1","14085","2",80466.1,18487.46,7174.11,24.45,1225.87
"1460237022","1","14085","2",65964.64,23588.12,8009.79,978.25,3582.04
"1460237024","1","14085","1",21726.7,15868.34,7032.68,314.99,3423.91
"1460237024","2","14085","3",51584.27,19921.26,3876.33,6358.69,0
"1460237413","1","14085","2",31939.41,22643.48,8806.93,78.26,783.87
"1460237414","1","14085","2",19481.26,12017.72,5181.3,0,1451.59
"1460237415","1","14085","2",46664.59,11539.62,5644.18,0,2119.35
"1460237416","1","14085","3",48644.17,14144.69,7945.62,978.25,0
"1460237417","1","14085","1",5030.91,3194.41,1979.94,0,0
"1460237418","1","14085","2",16916.78,13472.28,4589.87,958.69,0
"1460237807","1","14085","1",16777.85,15040.2,3625.57,0,0
"1460237810","1","14085","2",46568.41,13941.34,2481.39,415.75,780
"1460237811","1","14085","2",37377.04,23299.45,12496.98,0,780
"1460237812","1","14085","2",25745.88,16308.51,8459.86,2445.65,600
"1460237902","1","14085","2",35616.42,19802.31,6338.46,0,600
"1460237903","1","14085","2",67788.23,32434.43,12586.98,6384.12,3216.51
"1460237904","1","14085","2",56001.96,19242.35,2854.21,0,840
"1460237905","1","14085","3",25054.78,16452.45,10144.16,0,450
"1460237906","1","14085","2",18724.46,18036.36,12329.93,122.28,600
"1460303213","1","14100","2",23517.01,26094.39,10941.34,782.6,0
"1460303214","1","14100","1",8363.35,6167.07,3342.81,489.12,0
"1460303215","1","14100","2",80499.11,47044.15,15055.54,2201.08,12071.41
"1460303216","1","14100","2",7558.23,21642.09,11725.49,19.56,1471.82
"1460303218","1","14100","1",4759.22,4435.1,3368.53,0,0
"1460303519","1","14100","3",55640.13,46690.38,20433.58,322.82,3725.85
"1460303520","1","14100","2",14880.06,28251.66,12451.97,1320.64,660
"1460303524","1","14100","3",93965.09,45255.4,15511.93,489.13,3218.18
"1460303601","1","14100","2",25106.14,27205.35,12214.15,1164.1,657
"1460303602","1","14100","2",38630.88,26638.91,9957.7,3326.08,630
"1460303603","1","14100","2",29252.45,20867.84,11095.57,1335.31,1050
"1460303604","1","14100","2",31524.58,45169.24,8402.04,0,657
"1460303605","1","14100","2",66194.73,66261.28,27481.77,112.49,2985.83
"1460303606","1","14100","2",24516.39,21226.28,11596.96,39.13,1407
"1460303707","1","14100","3",77214.76,21833.44,13384.03,0,1398
"1460303708","1","14100","2",23759,29320.84,16012.06,0,2653.4
"1460303709","1","14100","2",38160.55,32651.14,13596.2,1710.97,627
"1460303710","1","14100","2",93048.98,37935.14,16411.91,489.12,627
"1460355214","1","14120","3",883913.66,530879.9,77374.06,0,153168.38
"1460355215","1","14120","1",192645.84,229419.3,32862.67,0,24967.73
"1460355216","1","14120","3",85773.47,60404.72,12766.96,0,2252.48
"1460355218","1","14120","2",78430.36,27935.25,14611.97,0,2371.93
"1460355519","1","14120","2",126872.48,55252.98,12921.22,0,28567.72
"1460355520","1","14120","3",82260.66,57599.41,13126.98,0,23988.31
"1460355524","1","14120","2",75168.27,41731.27,9141.27,0,6241.93
"1460355601","1","14120","2",138295.04,137152.73,36797.07,3277.17,26786.06
"1460355602","1","14120","2",95532.74,72008.52,18373.91,518.46,27414.4
"1460355603","1","14120","2",68040.97,56021.7,26761.95,0,11525.21
"1460355605","1","14120","3",92534.49,46657.92,12445.61,0,8315.21
"1460355707","1","14120","2",213344.21,140702.56,29519.83,20543.47,33230.16
"1460355708","1","14120","2",73696.69,36000.82,15094.11,0,11730
"1460355710","1","14120","2",95934.87,51602.67,18237.68,0,1167
"1460355712","1","14120","1",61967.2,56536.53,9379.14,0,7980
"1460389301","1","14006","2",23504.7,18722.25,11191.09,13.69,683.9
"1460389302","1","14006","1",10485.02,9526,6119.99,2228.45,0
"1460389303","1","14006","3",54979.49,26164.62,13834,205.42,2047.63
"1460389304","1","14006","2",49648.26,22412.87,5412.78,5869.56,1243.3
"1460389305","1","14006","2",24262.21,15128.63,5515.57,1345.1,657
"1460389306","1","14006","2",57910.67,49949.49,16739.78,449.98,6332.87
"1460389419","1","14006","3",12441.21,10007.36,3500.86,0,2962.72
"1460389420","1","14006","2",31126.11,26357.83,12522.69,1105.42,4992.89
"1460389421","1","14006","2",16886.87,12363.53,6505.62,929.33,2083.64
"1460389422","1","14006","2",41110.99,21849.13,6878.47,0,660
"1460389423","1","14006","2",23196.68,17524.04,7913.39,1677.68,709.66
"1460389424","1","14006","1",14169,5850.85,4544.89,0,0
"1460389813","1","14006","2",43472.65,25269.61,12072.62,304.21,2649.78
"1460389814","1","14006","2",24707.07,18654.54,10054.08,318.9,2469.65
"1460389816","1","14006","2",40632.33,25294.54,3079.19,0,600
"1460389817","1","14006","2",50754.62,41267.81,15499,1858.69,9454.68
"1460389907","1","14006","2",93209.43,32327.43,5014.25,0,1077
"1460389910","1","14006","2",35120.91,19110.26,6724.15,0,3042.82
"1460389911","1","14006","2",68770.1,28492.87,7688.46,0,1323.77
"1460389912","1","14006","2",26513.96,15020.36,6171.32,6.84,3438.37
"1460448001","1","14012","2",47048.64,24713.49,4769.88,2641.3,1050
"1460448002","1","14012","2",34398.2,23970.78,6479.92,176.08,900
"1460448003","1","14012","4",7873.5,14793.22,8665.57,74.34,0
"1460448004","1","14012","2",39651.99,18480.11,11172.76,3727.15,630
"1460448216","1","14012","2",23448.8,9676.11,3214.26,371.73,909.94
"1460448217","1","14012","2",51602.03,13832.28,9269.92,0,630
"1460448218","1","14012","3",26309.81,11678.77,5374.16,509.66,0
"1460448219","1","14012","1",7741.59,9066.31,3709.21,0,645
"1460448220","1","14012","3",81671.73,30757.3,16559.9,658.34,1748.61
"1460448221","1","14012","3",114538.74,39530.41,5869.25,337.49,1241.32
"1460448222","1","14012","2",28222.22,24510.12,20204.81,21.52,624
"1460448223","1","14012","2",34644.91,22525.97,10967.03,25.43,621
"1460448224","1","14012","2",45345.67,10505.11,3342.78,793.35,1345.85
"1460448225","1","14012","3",120240.76,48041.36,14419.1,821.72,1226.68
"1460448607","1","14012","2",169075.59,171188.82,21432.71,2362.45,780
"1460448608","1","14012","2",68735.89,53864.08,16662.64,1369.55,6171
"1460448609","1","14012","3",85821.55,69684.67,18269.9,33798.85,1002
"1460448610","1","14012","2",53686.74,46586.32,17434.08,8173.32,1140
"1460448711","1","14012","3",50488.55,58095.51,18481.93,792.37,8177.86
"1460448712","1","14012","1",63758.68,31315.16,514.25,763.04,2018.36
"1460448713","1","14012","3",9892.8,24201.13,2629.22,13961.71,0
"1460448714","1","14012","3",68894.46,38581.13,21310.41,5106.48,2881.56
"1460458301","1","14013","2",19872.66,13436.26,3985.58,95.86,585.37
"1460458303","1","14013","2",39685.34,19263.76,11892.75,890.19,1271.73
"1460458304","1","14013","2",40462.15,38027.59,12779.85,10215.93,14.67
"1460458305","1","14013","2",24549.83,18941.72,9282.66,146.71,489.13
"1460458321","1","14013","2",33462.56,17285.41,6839.86,46.95,1169.77
"1460458322","1","14013","2",36026.2,31804.85,11288.34,196.62,4236.78
"1460458323","1","14013","2",21865.84,11541.3,4242.76,3619.56,0
"1460458324","1","14013","2",52061.18,32152.4,10741.8,78.25,1118.47
"1460458416","1","14013","2",52245.28,34763.18,8498.44,14.67,1390.39
"1460458417","1","14013","2",16177.09,6502.11,3767.03,88.04,0
"1460458418","1","14013","2",37573.38,20343.47,13480.42,49.89,1151.26
"1460458419","1","14013","2",38271.58,68598.45,14194.16,1467.38,5300.21
"1460458420","1","14013","2",38476.45,22497.34,9167.03,1017.36,0
"1460458811","1","14013","2",134055.96,62063,8768.52,1524.12,7208.64
"1460458812","1","14013","2",46254.07,32744.8,15005.47,410.86,990
"1460458812","2","14013","2",22338.67,19802.67,4795.68,3713.46,498
"1460458813","1","14013","2",72880.12,20823.57,6068.46,0,661.67
"1460458814","1","14013","2",44418.92,26516.57,9076.91,0,2349.39
"1460458815","1","14013","1",16931.47,5140.12,822.84,48.91,636
"1460458907","1","14013","2",34744.97,32594.12,18404.83,254.34,0
"1460458908","1","14013","2",33790.45,27952.15,18411.25,0,0
"1460458909","1","14013","2",77918.35,50833.24,27218.33,357.04,2438.7
"1460458910","1","14013","2",37371.13,17735.73,10182.73,381.52,174.19
"1460467306","1","14013","2",130174.91,71285.94,9694.1,440.2,5119.26
"1460467307","1","14013","2",32586.15,19457.01,6897.69,1586.72,2099.46
"1460467308","1","14013","3",47405.54,45974.57,8131.93,1653.23,13782.21
"1460467309","1","14013","4",33975.53,33277.27,14920.53,705.31,0
"1460467310","1","14013","2",91309.11,72117.55,4532.01,381.5,348.91
"1460467320","1","14013","2",74987.01,18853.54,1337.12,1486.95,1080
"1460467321","1","14013","2",25480.94,18612.41,5734.2,1570.06,0
"1460467322","1","14013","2",41483.26,26447.61,9469.1,136.93,8514.78
"1460467323","1","14013","2",61900.78,62549.96,16534.12,2073.91,3452.45
"1460467501","1","14013","2",29638.03,21588.53,9102.7,1275.63,1198.64
"1460467501","2","14013","2",26097.85,24490.66,11468.4,988.02,4748.29
"1460467502","1","14013","2",51091.7,22751.05,9526.93,714.11,2662.25
"1460467503","1","14013","2",29849.34,11621.34,6736.98,493.99,772.82
"1460467504","1","14013","3",82054.21,61871.79,15955.46,8305.4,3250.01
"1460467505","1","14013","2",42835.74,19518.04,5837,83.14,2445.65
"1460467815","1","14013","2",75722.33,52899.46,12904.59,9016.58,6922.95
"1460467817","1","14013","2",129247.92,141599.82,12702.74,1398.9,8877.04
"1460467818","1","14013","2",190327.52,76097.88,40337.41,983.14,5044.42
"1460467819","1","14013","2",65048.33,37926.67,8588.41,1682.58,1200
"1460467911","1","14013","2",35649.06,26279.85,11847.69,264.11,627
"1460467913","1","14013","2",51067.12,28300.56,10682.74,1995.61,2570.42
"1460467914","1","14013","1",8793.28,5861,3574.16,586.95,630
"1460510001","1","14017","2",5857.58,12495.06,5309.9,19.56,636
"1460510003","1","14017","2",9537.22,7699.11,6190.61,19.56,0
"1460510004","1","14017","2",32345.66,14809.51,6145.63,48.91,0
"1460510005","1","14017","2",23697.57,18033.05,4885.6,2934.78,633
"1460510006","1","14017","2",30977.65,14301.9,10401.28,223.03,168.38
"1460510216","1","14017","2",28607.51,9787.31,8987.01,0,0
"1460510217","1","14017","2",19773.05,11493.82,8819.82,224.99,0
"1460510218","1","14017","2",30924.65,20110.47,15196.9,0,1121.23
"1460510219","1","14017","1",15589.25,3911.81,3432.81,0,0
"1460510220","1","14017","2",32634.29,25238.77,17125.46,0,597
"1460510607","1","14017","3",10821.83,16743.61,7791.25,221.07,0
"1460510608","1","14017","1",13153.69,2587.7,674.94,332.6,990
"1460510610","1","14017","1",12746.28,2288.54,1684.26,0,0
"1460510611","1","14017","1",5576.44,4724.62,4204.16,0,0
"1460510712","1","14017","2",25693.84,8313.32,4821.32,0,630
"1460510713","1","14017","3",66761.11,22587.59,6839.8,248.47,5564.58
"1460510714","1","14017","1",7204.47,4805.66,3638.53,0,0
"1460510715","1","14017","3",54817.77,36659.33,18031.84,531.17,708.63
"1460550008","1","14022","2",33580.19,22805.95,11500.52,342.38,840
"1460550009","1","14022","3",50618.86,33622.92,21779.78,1716.83,2371.93
"1460550010","1","14022","2",59397.34,37758.46,15171.15,2523.9,1552.3
"1460550011","1","14022","2",44646.56,16964.93,11545.52,261.17,0
"1460550401","1","14022","2",18626.07,12986.46,4127.05,1259.99,450.07
"1460550402","1","14022","3",65919.47,33146.18,11056.89,1504.55,1731.78
"1460550403","1","14022","2",131852.46,41433.13,6942.84,19369.55,2495.49
"1460550404","1","14022","2",20096.32,20805.71,8524.17,0,1691.61
"1460550406","1","14022","3",40807.89,13569.68,1735.69,547.82,58.69
"1460550613","1","14022","2",31446.07,22762.7,5669.91,410.86,240
"1460550614","1","14022","3",71591.8,99399.2,18038.49,0,1950
"1460550615","1","14022","3",42868.13,21397.15,9475.57,596.72,3783
"1460550616","1","14022","2",73187.68,99117.87,19385.83,1149.42,840
"1460550617","1","14022","2",47311.46,31026.58,10234.19,0,240
"1460550618","1","14022","2",79918,68026.14,30869.86,1173.9,12450
"1460550719","1","14022","3",42937.97,40726.12,16727.03,1306.94,2007
"1460550720","1","14022","2",15009.46,5528.77,4294.19,0,0
"1460550721","1","14022","2",31146.55,13261.81,4776.34,586.95,1198.36
"1460550722","1","14022","1",17746.07,6358.41,1954.21,0,630
"1460550723","1","14022","3",103593.51,60954.87,23335.51,376.61,10185.83
"1460550723","2","14022","2",44149.15,21963.97,9102.73,68.47,240
"1460550724","1","14022","2",19098.75,17908.56,8022.75,0,2430
"1460587306","1","14027","3",48764.37,22707.25,9694.05,2240.18,1795.29
"1460587307","1","14027","3",25785.8,16808.42,8536.94,582.05,3523.19
"1460587308","1","14027","2",76481.05,47955.13,5219.92,2248.03,2371.95
"1460587309","1","14027","3",50125.26,49426.19,21554.75,54.77,2760.83
"1460587310","1","14027","2",28134.17,32992.56,14039.72,0,7865.33
"1460587321","1","14027","2",21816.75,6582.81,2931.38,0,749.28
"1460587322","1","14027","2",25306.34,14208.87,6287.09,0,600
"1460587323","1","14027","2",35128.52,22027.56,11172.68,205.42,3338.7
"1460587325","1","14027","3",15333.95,12184.32,5785.63,0,1091.54
"1460587326","1","14027","2",19173.09,7422.35,5387.05,0,145.16
"1460587501","1","14027","2",61389.65,14447.36,5939.96,420.64,0
"1460587503","1","14027","2",33234.32,12333.95,5335.55,141.83,2547.56
"1460587505","1","14027","3",26646.48,46850.44,7341.22,371.71,2936.75
"1460587816","1","14027","2",14816.01,11684.49,7881.32,21.51,0
"1460587817","1","14027","3",17827.05,4320.24,2275.68,19.56,627
"1460587818","1","14027","2",22018.12,3636.94,1883.49,19.56,352.17
"1460587819","1","14027","3",7135.08,3344.09,1697.1,29.34,0
"1460587820","1","14027","3",27255.73,4899.03,1902.81,0,600
"1460587911","1","14027","2",16676.58,6582.76,5039.9,0,0
"1460587912","1","14027","2",20333.83,21148.88,10992.76,0,2103.87
"1460587913","1","14027","2",22999.57,23033.53,10870.61,2879.97,1154.51
"1460587914","1","14027","2",29380.66,17311.49,10658.47,978.24,630
"1460587915","1","14027","2",29097.06,28011.98,7469.83,391.29,11722.24
"1460641201","1","14035","1",17605.99,11907.11,6539.51,2142.38,0
"1460641202","1","14035","2",40542.3,23445.97,11359.89,1085.86,1799.83
"1460641203","1","14035","2",16941.36,10453.62,3214.28,528.26,600
"1460641204","1","14035","2",44800,21634.3,10227.81,0,52.5
"1460641205","1","14035","1",28606.65,14470.32,7238.48,0,0
"1460641222","1","14035","2",19868.64,22417.34,10609.44,1839.12,1170
"1460641224","1","14035","3",57014.68,40017.28,18385.43,2510.18,2873.75
"1460641225","1","14035","2",23368.65,11577.88,4307.03,39.13,337.49
"1460641226","1","14035","2",145470.5,95950.82,28944.08,14847,4481.13
"1460641311","1","14035","2",15711.62,40573.34,2365.66,22384.51,7925.79
"1460641313","1","14035","2",64575.98,32926.54,15538.74,357.04,627
"1460641315","1","14035","2",11864.74,7920.27,4529.47,31.3,0
"1460641506","1","14035","2",28107.4,19878.36,9281.88,0,1086.9
"1460641507","1","14035","1",5148.55,5118.3,1028.56,0,0
"1460641509","1","14035","2",32969.59,17353.81,5192.1,86.07,290.32
"1460641510","1","14035","2",13562.15,13024.93,6702.11,1058.42,0
"1460641916","1","14035","3",367564.92,204018.51,7951.98,6438.87,2884.06
"1460641917","1","14035","2",19211.03,15660.93,10733.41,38.15,658.79
"1460641918","1","14035","2",23714.69,13869.38,2738.54,0,627
"1460641919","1","14035","2",8449.25,11377.73,5258.66,405.96,0
"1460641920","1","14035","3",47113.52,54720.38,15625.8,3658.67,1831.85
"1460709006","1","14045","2",51724.75,63166.29,35575.4,586.95,7916.61
"1460709007","1","14045","1",14642.34,14004.77,9166.94,684.77,627
"1460709008","1","14045","2",22859.73,37919.88,16720.45,15652.16,0
"1460709009","1","14045","3",50329.29,38574.44,13924.11,0,600
"1460709010","1","14045","2",33865.16,48076.73,19323.99,11739.12,1409.6
"1460709401","1","14045","2",51222.97,43845.07,24528.6,234.78,8215.25
"1460709401","2","14045","2",32752.15,73295.42,35246.46,504.77,0
"1460709402","1","14045","2",45816.34,24469.47,12112.05,0,2612.9
"1460709403","1","14045","3",24276.11,11346.8,8466.33,0,0
"1460709404","1","14045","2",46435.77,21414.96,10696.96,0,4470.95
"1460709405","1","14045","2",69566.67,21839.62,8614.14,0,0
