"folioviv","foliohog","numren","clave","ing_tri"
"1411270615","1","01","P008",295.08
"1411270616","1","01","P032",10327.86
"1411270616","1","02","P051",21639.34
"1411270616","1","02","P032",129836.06
"1411270616","1","01","P033",36885.24
"1411270616","1","01","P051",59508.19
"1411270616","1","02","P027",196.72
"1411270617","1","02","P032",64918.03
"1411270617","1","03","P040",983.6
"1411270617","1","02","P051",1967.21
"1411270617","1","02","P024",3836.06
"1411270617","1","01","P032",10327.86
"1411270618","1","05","P040",2950.81
"1411270618","1","09","P040",1475.4
"1411270618","1","06","P022",49.18
"1411270618","1","05","P041",7377.04
"1411270618","1","02","P069",970.32
"1411270618","1","04","P006",737.7
"1411270618","1","04","P009",688.52
"1411270618","1","10","P040",1475.4
"1411270618","1","04","P004",63.93
"1411270618","1","01","P032",43081.96
"1411270618","1","03","P001",11803.27
"1411270618","1","03","P007",6393.44
"1411270618","1","03","P008",1229.5
"1411270618","1","03","P009",737.7
"1411270618","1","04","P001",16524.59
"1411270719","1","01","P032",52524.59
"1411270719","1","04","P009",2459.01
"1411270719","1","04","P007",540.98
"1411270719","1","04","P005",3245.9
"1411270719","1","03","P001",15344.26
"1411270719","1","03","P009",1475.4
"1411270719","1","03","P008",1967.21
"1411270719","1","04","P001",9147.54
"1411270719","1","02","P040",5901.63
"1411270720","1","04","P008",1967.21
"1411270720","1","04","P009",1967.21
"1411270720","1","01","P032",17704.91
"1411270720","1","03","P001",16622.95
"1411270720","1","03","P009",319.67
"1411270720","1","04","P001",23606.55
"1411270721","1","01","P001",18196.72
"1411270721","1","01","P008",1475.4
"1411270721","1","01","P009",983.6
"1411270721","1","02","P001",16622.95
"1411270721","1","02","P009",737.7
"1411270723","1","02","P070",381.63
"1411270723","1","01","P001",19239.34
"1411270723","1","01","P007",147.54
"1411270723","1","04","P051",491.8
"1411270723","1","03","P051",491.8
"1411270723","1","01","P008",245.9
"1411270723","1","01","P009",1475.4
"1411270724","1","01","P009",1721.31
"1411270724","1","01","P007",8852.45
"1411270724","1","01","P005",354.09
"1411270724","1","01","P001",30868.52
"1411270724","1","02","P040",2360.65
"1411280013","1","01","P001",7030.27
"1411280013","1","01","P004",1100.54
"1411280013","1","01","P022",10565.21
"1411280013","1","02","P022",9782.6
"1411280014","1","02","P001",15006.52
"1411280014","1","02","P008",513.58
"1411280014","1","04","P001",1760.86
"1411280014","1","01","P009",3423.91
"1411280014","1","01","P001",33456.52
"1411280014","1","02","P009",489.13
"1411280014","1","03","P001",19809.78
"1411280016","1","01","P009",1711.95
"1411280016","1","01","P001",39032.6
"1411280016","1","01","P007",2201.08
"1411280017","1","01","P077",3913.04
"1411280017","1","01","P009",2445.65
"1411280017","1","03","P001",5869.56
"1411280017","1","01","P001",29347.82
"1411280017","1","04","P001",5869.56
"1411280018","1","03","P001",46956.52
"1411280018","1","02","P001",15260.86
"1411280018","1","01","P009",1222.82
"1411280018","1","01","P008",684.78
"1411280018","1","03","P009",1956.52
"1411280018","1","01","P001",15260.86
"1411280408","1","05","P040",146.73
"1411280408","1","06","P040",73.36
"1411280408","1","04","P040",146.73
"1411280408","1","03","P040",1173.91
"1411280408","1","02","P041",6945.65
"1411280408","1","02","P022",7532.6
"1411280408","1","02","P004",5380.43
"1411280408","1","02","P001",8285.86
"1411280408","1","01","P053",782.6
"1411280408","1","01","P036",1124.99
"1411280408","1","01","P022",5282.6
"1411280408","1","01","P004",586.95
"1411280408","1","01","P001",11739.13
"1411280409","1","02","P051",2690.21
"1411280409","1","01","P001",7336.95
"1411280409","1","02","P014",1335.32
"1411280409","1","02","P009",440.21
"1411280409","1","02","P006",978.26
"1411280409","1","02","P001",10760.86
"1411280409","1","04","P040",88.04
"1411280409","1","01","P006",1222.82
"1411280409","1","01","P003",22255.43
"1411280409","1","03","P067",73.36
"1411280409","1","03","P040",88.04
"1411280409","1","02","P063",195.65
"1411280409","1","02","P054",684.78
"1411280409","1","01","P049",3423.91
"1411280411","1","06","P001",1467.39
"1411280411","1","06","P022",391.3
"1411280411","1","01","P001",20667.22
"1411280411","1","01","P005",411.35
"1411280411","1","01","P007",1018.36
"1411280411","1","01","P008",1956.52
"1411280411","1","01","P009",1711.95
"1411280411","1","06","P058",684.78
"1411280411","1","01","P076",20993.47
"1411280411","1","01","P024",1565.21
"1411280411","1","02","P001",5111.41
"1411280411","1","02","P004",635.86
"1411280411","1","03","P001",10271.73
"1411280411","1","03","P004",68.47
"1411280411","1","03","P022",8804.34
"1411280411","1","03","P036",1124.99
"1411280411","1","04","P053",2934.78
"1411280411","1","05","P001",1027.17
"1411280411","1","05","P022",391.3
"1411280411","1","05","P063",171.19
"1411280412","1","01","P022",9684.78
"1411280412","1","02","P001",6994.56
"1411280412","1","02","P022",3815.21
"1411280412","1","03","P001",1956.52
"1411280412","1","03","P022",12326.08
"1411280412","1","01","P001",6994.56
"1411280412","1","01","P006",586.95
"1411280620","1","05","P049",98.36
"1411280620","1","01","P001",25573.77
"1411280620","1","06","P001",11606.55
"1411280620","1","04","P049",49.18
"1411280620","1","06","P009",442.62
"1411280620","1","02","P001",221.31
"1411280620","1","02","P053",3934.42
"1411280620","1","03","P040",88.52
"1411280620","1","05","P040",127.86
"1411280621","1","01","P001",10229.5
"1411280621","1","01","P063",83.6
"1411280621","1","01","P040",5901.63
"1411280621","1","01","P009",196.72
"1411280622","1","01","P001",26213.11
"1411280622","1","01","P008",1229.5
"1411280622","1","01","P009",786.88
"1411280622","1","01","P051",983.6
"1411280622","1","02","P022",19573.77
"1411280622","1","02","P036",2803.27
"1411280622","1","01","P007",73.77
"1411280623","1","05","P001",240.98
"1411280623","1","03","P001",18098.36
"1411280623","1","02","P042",1401.63
"1411280623","1","01","P068",15403.27
"1411280623","1","02","P001",4352.45
"1411280623","1","02","P014",442.62
"1411280623","1","05","P042",1593.44
"1411280624","1","01","P040",3836.06
"1411280624","1","01","P007",1180.32
"1411280624","1","01","P004",147.54
"1411280624","1","01","P001",6073.77
"1411280624","1","06","P022",6786.88
"1411280624","1","06","P001",1573.77
"1411280624","1","05","P009",147.54
"1411280624","1","05","P004",442.62
"1411280624","1","05","P001",17704.91
"1411280624","1","04","P040",344.26
"1411280624","1","03","P040",590.16
"1411280624","1","03","P022",983.6
"1411280624","1","02","P040",590.16
"1411280624","1","01","P049",9.83
"1411280624","1","02","P001",1475.4
"1411280801","1","01","P040",3934.42
"1411280801","1","01","P070",5040.98
"1411280801","1","01","P022",2237.7
"1411280802","1","02","P014",2557.37
"1411280802","1","02","P001",2557.37
"1411280802","1","01","P014",2557.37
"1411280802","1","01","P001",6491.8
"1411280803","1","01","P040",1180.32
"1411280803","1","01","P063",713.11
"1411280803","1","01","P044",1622.95
"1411280803","1","02","P040",540.98
"1411280803","1","02","P070",304.91
"1411280804","1","04","P001",15344.26
"1411280804","1","03","P022",1573.77
"1411280804","1","02","P040",786.88
"1411280804","1","01","P001",15344.26
"1411280804","1","05","P001",7672.13
"1411280804","1","05","P063",2459.01
"1411280804","1","05","P022",12786.88
"1411280804","1","05","P004",737.7
"1411280805","1","04","P040",2655.73
"1411280805","1","03","P040",2655.73
"1411280805","1","02","P040",2655.73
"1411280805","1","01","P053",169.67
"1411280805","1","01","P009",368.85
"1411280805","1","01","P008",540.98
"1411280805","1","01","P001",17262.29
"1411280806","1","02","P040",1770.49
"1411280806","1","03","P001",14704.91
"1411280806","1","03","P008",122.95
"1411280806","1","01","P001",15344.26
"1411280806","1","01","P009",590.16
"1411280806","1","03","P053",1967.21
"1411280806","1","03","P009",245.9
"1411280806","1","02","P001",8999.99
"1411280806","1","05","P049",24.59
"1411506307","1","01","P040",1222.82
"1411506307","1","02","P063",1222.82
"1411506307","1","03","P001",15260.86
"1411506307","1","03","P003",195.65
"1411506307","1","01","P068",21492.39
"1411506308","1","03","P003",391.3
"1411506308","1","03","P022",1760.86
"1411506308","1","03","P001",1760.86
"1411506308","1","02","P003",35217.39
"1411506308","1","01","P009",733.69
"1411506308","1","01","P001",18782.6
"1411506309","1","01","P022",11739.13
"1411506309","1","01","P012",18415.76
"1411506309","1","02","P070",5893.04
"1411506310","1","02","P042",2905.43
"1411506310","1","02","P070",4886.41
"1411506310","1","01","P001",29347.82
"1411506310","1","01","P009",611.41
"1411506311","1","02","P032",32182.82
"1411506311","1","01","P001",61838.8
"1411506311","1","01","P009",7336.95
"1411506312","1","02","P001",29347.82
"1411506312","1","01","P009",2445.65
"1411506312","1","01","P001",17315.21
"1411506312","1","02","P009",2445.65
"1411506501","1","03","P009",733.69
"1411506501","1","02","P040",293.47
"1411506501","1","01","P053",8315.21
"1411506501","1","01","P009",1467.39
"1411506501","1","01","P001",35217.39
"1411506501","1","03","P001",17608.69
"1411506503","1","01","P004",880.43
"1411506503","1","01","P001",24652.17
"1411506503","1","03","P076",11037.22
"1411506503","1","03","P003",11665.76
"1411506503","1","03","P001",9156.52
"1411506503","1","02","P009",4891.3
"1411506503","1","01","P009",3668.47
"1411506503","1","01","P051",4891.3
"1411506503","1","01","P062",17608.69
"1411506503","1","02","P001",31108.69
"1411506503","1","02","P007",293.47
"1411506503","1","03","P009",269.02
"1411506504","1","02","P009",733.69
"1411506504","1","02","P003",220.1
"1411506504","1","02","P001",21423.91
"1411506504","1","01","P009",1467.39
"1411506504","1","01","P008",2445.65
"1411506504","1","01","P004",3815.21
"1411506504","1","01","P001",25434.78
"1411506504","1","03","P001",3228.26
"1411506504","1","02","P053",11739.13
"1411506505","1","01","P003",44021.73
"1411506505","1","01","P009",1956.52
"1411506819","1","01","P004",2360.65
"1411506819","1","01","P001",29508.19
"1411506819","1","04","P001",5901.63
"1411506819","1","03","P001",8262.29
"1411506819","1","01","P009",3688.52
"1411506819","1","01","P007",3934.42
"1411506820","1","02","P014",1770.49
"1411506820","1","02","P021",1573.77
"1411506820","1","03","P001",10032.78
"1411506820","1","03","P007",983.6
"1411506820","1","02","P001",5901.63
"1411506820","1","01","P009",983.6
"1411506820","1","01","P007",1475.4
"1411506820","1","03","P009",737.7
"1411506820","1","04","P001",18885.24
"1411506820","1","05","P001",2065.57
"1411506820","1","01","P001",15344.26
"1411506821","1","01","P001",9442.62
"1411506821","1","01","P003",11016.39
"1411506821","1","01","P007",1475.4
"1411506821","1","01","P009",1475.4
"1411506821","1","02","P001",8311.47
"1411506823","1","01","P001",14655.73
"1411506823","1","02","P001",786.88
"1411506823","1","01","P009",147.54
"1411506824","1","02","P009",1229.5
"1411506824","1","01","P001",6196.72
"1411506824","1","02","P007",983.6
"1411506824","1","02","P001",10918.03
"1411506824","1","02","P053",3934.42
"1411506913","1","01","P004",1956.52
"1411506913","1","02","P002",18684.78
"1411506913","1","03","P040",489.13
"1411506913","1","01","P001",17608.69
"1411506914","1","01","P008",1027.17
"1411506914","1","01","P001",52826.08
"1411506914","1","03","P001",1760.86
"1411506914","1","01","P009",2201.08
"1411506914","1","02","P002",5771.73
"1411506915","1","01","P009",831.52
"1411506915","1","01","P003",2934.78
"1411506915","1","03","P001",3521.73
"1411506915","1","01","P001",19956.52
"1411506915","1","02","P069",13010.86
"1411506916","1","04","P022",9782.6
"1411506916","1","04","P036",5869.56
"1411506916","1","02","P001",1027.17
"1411506916","1","03","P019",10976.08
"1411506916","1","01","P001",34513.04
"1411506916","1","05","P001",17608.69
"1411506916","1","03","P006",2934.78
"1411506916","1","03","P001",14086.95
"1411506916","1","04","P001",978.26
"1411506916","1","06","P038",3913.04
"1411506916","1","03","P009",244.56
"1411653501","1","01","P009",1222.82
"1411653501","1","01","P008",538.04
"1411653501","1","02","P001",17804.34
"1411653501","1","02","P048",1467.39
"1411653501","1","01","P003",2934.78
"1411653501","1","01","P001",18606.52
"1411653501","1","01","P005",7630.43
"1411653501","1","01","P004",449.02
"1411653501","1","03","P040",342.39
"1411653502","1","02","P001",18782.6
"1411653502","1","01","P009",733.69
"1411653502","1","02","P009",733.69
"1411653502","1","01","P001",14086.95
"1411653503","1","01","P069",24471.19
"1411653503","1","03","P040",880.43
"1411653504","1","01","P001",31793.47
"1411653504","1","01","P009",733.69
"1411653504","1","02","P024",11739.13
"1411653505","1","02","P049",2885.86
"1411653505","1","01","P040",12570.65
"1411653506","1","01","P009",586.95
"1411653506","1","01","P051",19565.21
"1411653506","1","01","P008",635.86
"1411653506","1","02","P046",1173.91
"1411653506","1","02","P001",3179.34
"1411653506","1","01","P001",26413.04
"1411653506","1","01","P003",5624.99
"1411653506","1","06","P048",366.84
"1411658801","1","01","P012",501639.34
"1411658801","1","02","P001",132786.88
"1411658801","1","02","P009",2459.01
"1411658804","2","01","P001",2360.65
"1411658804","2","02","P001",2950.81
"1411658804","1","02","P009",491.8
"1411658804","1","02","P001",17704.91
"1411658804","1","01","P001",14754.09
"1411658805","1","01","P005",245.9
"1411658805","1","04","P014",12786.88
"1411658805","1","04","P001",9590.16
"1411658805","1","03","P001",14754.09
"1411658805","1","01","P009",688.52
"1411658805","1","01","P008",2950.81
"1411658805","1","01","P001",17901.63
"1411658805","1","01","P004",344.26
"1411658805","1","03","P004",1377.04
"1411658806","1","01","P001",983.6
"1411658806","1","04","P001",12786.88
"1411658806","1","05","P001",5754.09
"1411717003","1","01","P001",132065.21
"1411717003","1","01","P009",3668.47
"1411717003","1","01","P008",3668.47
"1411798301","1","03","P067",283.69
"1411798301","1","01","P001",20983.69
"1411798301","1","01","P003",15260.86
"1411798302","1","01","P027",19565.21
"1411798302","1","01","P001",22304.34
"1411798302","1","01","P009",611.41
"1411798303","1","02","P009",122.28
"1411798303","1","02","P001",7043.47
"1411798303","1","01","P070",3181.3
"1411798303","1","02","P032",7630.43
"1411798304","1","01","P001",21130.43
"1411798304","1","01","P003",1320.65
"1411798304","1","01","P004",1320.65
"1411798304","1","01","P009",440.21
"1411798305","1","02","P001",1467.39
"1411798305","1","01","P023",10271.73
"1411798305","1","06","P049",953.8
"1411798305","1","06","P042",1467.39
"1411798305","1","05","P003",3815.21
"1411798305","1","05","P001",15260.86
"1411798305","1","03","P049",2347.82
"1411798305","1","03","P042",1467.39
"1411798305","1","03","P001",1173.91
"1411798305","1","02","P042",1027.17
"1411798305","1","01","P070",9041.08
"1411798306","1","01","P001",12717.39
"1411798306","1","01","P005",15260.86
"1411798306","1","02","P053",1956.52
"1411798306","1","02","P046",1467.39
"1411798306","1","02","P014",5282.6
"1411798306","1","01","P009",244.56
"1411798306","1","02","P069",6273.58
"1411798306","1","05","P042",366.84
"1411810601","1","02","P051",3934.42
"1411810601","1","01","P068",71069.01
"1411810601","1","02","P003",5852.45
"1411810601","1","02","P001",11606.55
"1411810601","1","01","P051",737.7
"1411810601","1","04","P001",8262.29
"1411810601","1","03","P022",4426.22
"1411810601","1","02","P009",1229.5
"1411810601","1","02","P008",614.75
"1411810601","1","02","P007",983.6
"1411810601","1","02","P004",491.8
"1411810602","1","03","P067",172.13
"1411810602","1","01","P057",20655.73
"1411810602","1","01","P052",5901.63
"1411810602","1","01","P009",4672.13
"1411810602","1","01","P001",97672.13
"1411810602","1","01","P008",1647.54
"1411810604","1","05","P040",122.95
"1411810604","1","04","P040",344.26
"1411810604","1","03","P001",4819.67
"1411810604","1","02","P005",590.16
"1411810604","1","02","P009",368.85
"1411810604","1","01","P001",11803.27
"1411810604","1","01","P004",2655.73
"1411810604","1","01","P008",2459.01
"1411810604","1","01","P009",491.8
"1411810604","1","02","P001",12786.88
"1411810605","1","01","P032",11213.11
"1411810605","1","01","P054",13524.59
"1411810605","1","01","P040",7081.96
"1411810605","1","02","P040",2655.73
"1411810606","1","01","P004",1377.04
"1411810606","1","05","P032",5901.63
"1411810606","1","04","P032",3245.9
"1411810606","1","03","P032",5901.63
"1411810606","1","02","P053",983.6
"1411810606","1","01","P036",1278.68
"1411810606","1","01","P005",1377.04
"1411810606","1","01","P022",8852.45
"1411810606","1","02","P070",7770.49
"1411810606","1","01","P001",5114.75
"1412016207","1","02","P009",795.58
"1412016207","1","01","P001",20685.08
"1412016207","1","01","P004",596.68
"1412016207","1","01","P008",994.47
"1412016207","1","01","P009",795.58
"1412016207","1","02","P001",25856.35
"1412016207","1","02","P008",1740.33
"1412016208","1","02","P009",1491.71
"1412016208","1","03","P001",1491.71
"1412016208","1","04","P001",19392.26
"1412016208","1","02","P008",4823.2
"1412016208","1","02","P001",17900.55
"1412016208","1","01","P051",9944.75
"1412016208","1","01","P009",1541.43
"1412016208","1","01","P008",1193.37
"1412016208","1","01","P007",2386.74
"1412016208","1","05","P001",1292.81
"1412016208","1","01","P001",32320.44
"1412016209","1","01","P001",23270.71
"1412016209","1","01","P009",248.61
"1412016210","1","02","P009",3729.28
"1412016210","1","02","P001",41767.95
"1412016210","1","01","P001",23867.4
"1412016210","1","01","P009",3319.06
"1412016319","1","01","P001",1956.52
"1412016319","1","02","P002",7092.39
"1412016320","1","01","P024",2934.78
"1412016320","1","02","P001",3301.63
"1412016320","1","03","P040",1467.39
"1412016320","1","01","P001",19076.08
"1412016320","1","01","P004",7826.08
"1412016320","1","04","P040",880.43
"1412016321","1","04","P067",117.39
"1412016321","1","06","P001",33016.3
"1412016321","1","06","P009",244.56
"1412016321","1","08","P001",366.84
"1412016321","1","01","P001",23771.73
"1412016321","1","02","P001",25092.39
"1412016321","1","02","P009",97.82
"1412016321","1","02","P014",8217.39
"1412016322","1","01","P001",27215.21
"1412016322","1","01","P008",1589.67
"1412016322","1","01","P009",733.69
"1412016323","1","04","P001",3130.43
"1412016323","1","05","P001",1565.21
"1412016323","1","03","P001",2934.78
"1412016323","1","02","P046",880.43
"1412016323","1","02","P001",12717.39
"1412016323","1","01","P009",1222.82
"1412016323","1","01","P008",122.28
"1412016323","1","01","P002",32282.6
"1412016324","1","01","P040",4206.52
"1412016513","1","02","P001",23771.73
"1412016513","1","01","P070",9829.07
"1412016513","1","01","P051",1467.39
"1412016513","1","02","P004",7336.95
"1412016513","1","02","P009",2201.08
"1412016514","1","02","P001",20347.82
"1412016514","1","01","P046",538.04
"1412016514","1","01","P022",8804.34
"1412016515","1","01","P009",2445.65
"1412016515","1","01","P001",58695.65
"1412016515","1","02","P069",30278.15
"1412016517","1","02","P001",19076.08
"1412016518","1","02","P001",11885.86
"1412016518","1","01","P001",11885.86
"1412016702","1","01","P008",983.6
"1412016702","1","01","P009",491.8
"1412016702","1","01","P007",491.8
"1412016702","1","01","P001",12786.88
"1412016702","1","01","P004",540.98
"1412016702","1","02","P070",2655.73
"1412016703","1","01","P001",16229.5
"1412016704","1","01","P001",35409.83
"1412016704","1","01","P008",737.7
"1412016704","1","01","P009",1475.4
"1412016705","1","02","P001",26557.37
"1412064401","1","02","P070",20298.91
"1412064401","1","01","P001",93913.04
"1412064401","1","01","P008",3913.04
"1412064401","1","01","P009",3913.04
"1412064401","1","01","P051",9782.6
"1412064401","1","03","P022",3913.04
"1412064401","1","03","P027",8.8
"1412064402","1","06","P032",1027.17
"1412064402","1","05","P032",1027.17
"1412064402","1","04","P006",1173.91
"1412064402","1","04","P001",11739.13
"1412064402","1","03","P032",1320.65
"1412064402","1","03","P014",4010.86
"1412064402","1","03","P003",5624.99
"1412064402","1","05","P001",1956.52
"1412064402","1","03","P001",12864.13
"1412064402","1","01","P009",1222.82
"1412064402","1","01","P004",2347.82
"1412064402","1","01","P001",29347.82
"1412064403","1","02","P069",30172.49
"1412064403","1","02","P040",3423.91
"1412064404","1","01","P009",1124.99
"1412064404","1","02","P009",1222.82
"1412064404","1","02","P008",7336.95
"1412064404","1","02","P005",3961.95
"1412064404","1","02","P001",22133.15
"1412064404","1","01","P008",733.69
"1412064404","1","01","P005",3551.08
"1412064404","1","01","P001",17902.17
"1412064405","1","03","P001",10956.52
"1412064405","1","02","P009",489.13
"1412064405","1","01","P001",20543.47
"1412064405","1","01","P006",4695.65
"1412064405","1","02","P001",11739.13
"1412064405","1","01","P009",3423.91
"1412064405","1","03","P009",489.13
"1412064405","1","03","P003",4010.86
"1412064406","1","01","P001",29347.82
"1412064406","1","02","P001",16434.78
"1412064406","1","01","P009",1222.82
"1412064406","1","02","P009",684.78
"1412064406","1","03","P001",16434.78
"1412064406","1","03","P004",1340.21
"1412087902","1","01","P032",8217.39
"1412087902","1","01","P001",5478.26
"1412087902","1","01","P022",10956.52
"1412087903","1","01","P001",20543.47
"1412087903","1","01","P009",733.69
"1412087903","1","03","P038",2934.78
"1412087903","1","04","P022",391.3
"1412087903","1","02","P068",7923.91
"1412087904","1","03","P001",13206.52
"1412087904","1","01","P051",39130.43
"1412087904","1","04","P009",440.21
"1412087904","1","01","P068",44853.26
"1412087904","1","04","P001",7336.95
"1412087904","1","02","P001",4353.26
"1412087905","1","01","P001",23478.26
"1412087905","1","01","P009",733.69
"1412087905","1","03","P001",1467.39
"1412087905","1","02","P001",9391.3
"1412087906","1","02","P051",2445.65
"1412087906","1","03","P001",21619.56
"1412087906","1","06","P009",244.56
"1412087906","1","09","P044",2347.82
"1412087906","1","05","P001",3130.43
"1412087906","1","06","P001",14086.95
"1412087906","1","02","P069",39194.99
"1412087906","1","03","P009",1467.39
"1412408019","1","03","P009",366.84
"1412408019","1","03","P007",220.1
"1412408019","1","01","P053",391.3
"1412408019","1","01","P032",6427.17
"1412408019","1","01","P044",1614.13
"1412408019","1","01","P070",1485.48
"1412408019","1","03","P008",67.25
"1412408019","1","03","P001",10271.73
"1412408020","1","01","P032",8804.34
"1412408020","1","01","P040",2934.78
"1412408020","1","01","P045",978.26
"1412408020","1","02","P040",391.3
"1412408020","1","02","P045",1467.39
"1412408021","1","03","P001",14086.95
"1412408021","1","01","P001",14086.95
"1412408021","1","01","P053",489.13
"1412408021","1","02","P001",14086.95
"1412408021","1","02","P053",978.26
"1412408022","1","01","P001",8608.69
"1412408022","1","02","P001",5282.6
"1412408022","1","01","P006",586.95
"1412408023","1","02","P070",17999.99
"1412408023","1","01","P070",7701.84
"1412408023","1","04","P001",4695.65
"1412408023","1","03","P014",1271.73
"1412408023","1","03","P009",122.28
"1412408023","1","03","P001",9538.04
"1412408024","1","02","P042",1100.54
"1412408024","1","03","P042",293.47
"1412408024","1","02","P053",733.69
"1412408024","1","04","P042",293.47
"1412408024","1","01","P053",1711.95
"1412408024","1","01","P001",19809.78
"1412408413","1","03","P001",3521.73
"1412408413","1","04","P003",3913.04
"1412408413","1","04","P001",1173.91
"1412408413","1","01","P069",20602.17
"1412408413","1","01","P024",8804.34
"1412408414","1","01","P069",12115.76
"1412408414","1","02","P009",2445.65
"1412408414","1","02","P001",29347.82
"1412408414","1","02","P007",489.13
"1412408415","1","02","P069",9332.6
"1412408415","1","01","P044",1702.17
"1412408417","1","01","P024",1467.39
"1412408417","1","02","P032",8217.39
"1412408417","1","02","P023",88043.47
"1412408417","1","02","P051",44021.73
"1412408417","1","01","P069",4871.73
"1412408418","1","01","P012",65547.39
"1412408807","1","01","P001",15344.26
"1412408808","1","01","P042",1032.78
"1412408808","1","02","P001",21737.7
"1412408808","1","02","P008",418.03
"1412408808","1","01","P070",13549.18
"1412408808","1","02","P009",836.06
"1412408809","1","01","P001",25573.77
"1412408811","1","02","P001",11508.19
"1412408811","1","06","P001",10229.5
"1412408811","1","01","P042",1180.32
"1412408812","1","01","P069",10539.34
"1412408812","1","01","P044",1696.72
"1412408812","1","02","P001",15344.26
"1412408902","1","01","P033",14673.91
"1412408902","1","01","P040",5869.56
"1412408903","2","03","P042",2201.08
"1412408903","2","01","P002",13206.52
"1412408903","1","02","P044",1614.13
"1412408903","1","01","P044",1614.13
"1412408903","2","03","P001",1056.52
"1412408903","2","02","P042",1614.13
"1412408903","2","04","P042",1100.54
"1412408904","1","01","P032",4695.65
"1412408904","1","01","P001",12521.73
"1412408904","1","03","P022",10809.78
"1412408904","1","03","P001",5869.56
"1412408904","1","02","P014",1995.65
"1412408904","1","02","P002",2514.13
"1412408905","1","01","P032",7043.47
"1412408905","1","01","P012",70164.78
"1412408905","1","02","P044",1614.13
"1412408906","1","02","P001",1565.21
"1412408906","1","02","P022",8608.69
"1412408906","1","03","P001",1614.13
"1412408906","1","01","P001",20347.82
"1412408906","1","02","P063",391.3
"1412408906","1","01","P009",269.02
"1412408906","1","01","P008",269.02
"1412425213","1","01","P022",1790.05
"1412425213","1","02","P001",9049.72
"1412425213","1","01","P040",6464.08
"1412425214","1","02","P070",9513.14
"1412425214","1","02","P040",6364.64
"1412425214","1","01","P063",1267.95
"1412425214","1","01","P043",745.85
"1412425214","1","01","P032",7458.56
"1412425215","1","01","P071",674.25
"1412425215","1","04","P009",2983.42
"1412425215","1","05","P041",8950.27
"1412425215","1","04","P001",77569.06
"1412425215","1","03","P001",1790.05
"1412425215","1","02","P041",2983.42
"1412425216","1","03","P001",24563.53
"1412425216","1","04","P001",2187.84
"1412425216","1","03","P008",745.85
"1412425216","1","03","P009",745.85
"1412425216","1","02","P051",248.61
"1412425216","1","02","P041",2983.42
"1412425216","1","01","P062",745.85
"1412425216","1","01","P001",16707.18
"1412425216","1","05","P040",845.3
"1412425218","1","01","P041",14171.27
"1412425218","1","01","P036",544.97
"1412425218","1","02","P040",497.23
"1412425520","1","01","P008",782.6
"1412425520","1","01","P009",1956.52
"1412425520","1","01","P001",26999.99
"1412425520","1","02","P009",293.47
"1412425520","1","02","P001",12326.08
"1412425521","1","01","P001",31793.47
"1412425522","1","01","P009",2445.65
"1412425522","1","02","P009",6114.13
"1412425522","1","02","P038",782.6
"1412425522","1","01","P001",30521.73
"1412425522","1","02","P001",50869.56
"1412425523","1","01","P001",19076.08
"1412425601","1","02","P069",531.14
"1412425601","1","03","P001",14163.93
"1412425601","1","04","P003",7672.13
"1412425601","1","01","P070",19770.49
"1412425603","1","01","P032",13868.85
"1412425604","1","01","P009",1598.36
"1412425604","1","01","P051",491.8
"1412425604","1","01","P008",368.85
"1412425604","1","01","P001",18885.24
"1412425604","1","02","P001",3688.52
"1412425604","1","02","P014",1121.31
"1412425605","1","03","P001",5016.39
"1412425605","1","01","P032",5901.63
"1412425605","1","01","P001",12786.88
"1412425605","1","04","P001",15344.26
"1412425605","1","03","P022",3304.91
"1412425606","1","06","P022",2360.65
"1412425606","1","06","P032",5901.63
"1412425606","1","06","P001",1770.49
"1412425606","1","01","P022",7672.13
"1412425606","1","01","P001",8311.47
"1412425606","1","02","P068",5832.78
"1412425707","1","01","P022",8311.47
"1412425707","1","01","P002",7081.96
"1412425709","1","01","P008",540.98
"1412425709","1","01","P009",737.7
"1412425709","1","01","P040",7081.96
"1412425709","1","01","P001",19032.78
"1412425710","1","02","P001",15344.26
"1412425710","1","02","P009",295.08
"1412425710","1","01","P001",7081.96
"1412425710","1","01","P022",15049.18
"1412425711","1","01","P003",30688.52
"1412425711","1","01","P051",255.73
"1412425712","1","01","P008",737.7
"1412425712","1","02","P001",7967.21
"1412425712","1","03","P001",23016.39
"1412425712","1","01","P001",19180.32
"1412425712","1","03","P009",442.62
"1412425712","1","01","P009",737.7
"1412448302","1","01","P009",807.06
"1412448302","1","01","P004",5869.56
"1412448302","1","03","P040",244.56
"1412448302","1","01","P001",19858.69
"1412448302","1","02","P009",489.13
"1412448302","1","02","P001",6065.21
"1412448302","1","01","P008",366.84
"1412448303","1","02","P068",8144.02
"1412448303","1","01","P040",2934.78
"1412448303","1","01","P044",1614.13
"1412448304","1","03","P001",7043.47
"1412448304","1","01","P001",17608.69
"1412448304","1","01","P009",733.69
"1412448304","1","02","P001",8804.34
"1412448305","1","03","P001",14673.91
"1412448305","1","01","P044",1687.49
"1412448305","1","01","P040",293.47
"1412448305","1","03","P042",2934.78
"1412448305","1","01","P024",2347.82
"1412448305","1","07","P042",1247.28
"1412448305","1","06","P014",14086.95
"1412448305","1","06","P001",11739.13
"1412448305","1","05","P042",1320.65
"1412448305","1","05","P022",831.52
"1412448305","1","04","P022",6260.86
