"folioviv","foliohog","numren","clave","ing_tri"
"1400180001","1","02","P044",1702.17
"1400180001","1","02","P040",3228.26
"1400180001","1","01","P032",6456.52
"1400180001","1","01","P023",5869.56
"1400180002","1","01","P024",1760.86
"1400180002","1","01","P044",1702.17
"1400180002","1","02","P040",1907.6
"1400180002","1","02","P044",1702.17
"1400180002","1","04","P001",23478.26
"1400180002","1","01","P003",7434.78
"1400180002","1","03","P032",3815.21
"1400180002","1","04","P005",538.04
"1400180005","1","01","P008",2201.08
"1400180005","1","01","P004",1956.52
"1400180005","1","01","P001",26413.04
"1400180005","1","01","P009",1956.52
"1400180006","1","01","P040",2739.13
"1400180006","1","01","P001",17608.69
"1400180006","1","01","P005",1173.91
"1400180006","1","01","P009",978.26
"1400189601","1","04","P001",7377.04
"1400189601","1","01","P001",15344.26
"1400189601","1","02","P001",14065.57
"1400189601","1","02","P009",737.7
"1400189603","1","02","P009",1229.5
"1400189603","1","02","P006",2950.81
"1400189603","1","02","P001",35409.83
"1400189603","1","01","P049",7868.85
"1400189603","1","01","P032",44262.29
"1400189603","1","02","P014",1770.49
"1400189603","1","02","P016",147.54
"1400189604","1","04","P040",491.8
"1400189604","1","04","P038",2459.01
"1400189604","1","03","P001",35409.83
"1400189604","1","01","P025",3540.98
"1400189604","1","01","P022",5409.83
"1400189604","1","01","P009",3688.52
"1400189604","1","01","P007",1475.4
"1400189604","1","01","P001",23016.39
"1400189604","1","03","P009",983.6
"1400189605","1","01","P051",1967.21
"1400189605","1","01","P001",47213.11
"1400189605","1","02","P040",442.62
"1400189605","1","02","P051",3501.63
"1400189605","1","04","P067",393.44
"1400189606","2","01","P068",20439.34
"1400189606","1","02","P001",10622.95
"1400189606","2","02","P024",2950.81
"1400189606","1","01","P044",1622.95
"1400189606","1","01","P040",3614.75
"1400264701","1","01","P009",2090.16
"1400264701","1","01","P001",32459.01
"1400264701","1","02","P001",20655.73
"1400264701","1","02","P008",491.8
"1400264701","1","02","P009",1229.5
"1400264701","1","03","P032",11213.11
"1400264702","1","01","P009",1721.31
"1400264702","1","01","P001",26557.37
"1400264704","1","02","P009",1229.5
"1400264704","1","02","P001",17704.91
"1400264704","1","01","P001",19180.32
"1400264704","1","01","P009",1229.5
"1400264705","1","01","P040",5901.63
"1400264705","1","01","P044",540.98
"1400264706","1","01","P032",7081.96
"1400264706","1","01","P024",5901.63
"1400289201","1","01","P045",2983.42
"1400289201","1","02","P041",5966.85
"1400289202","1","02","P008",1988.95
"1400289202","1","02","P001",23867.4
"1400289202","1","01","P009",4475.13
"1400289202","1","01","P008",2734.8
"1400289202","1","01","P004",2983.42
"1400289202","1","01","P001",32817.67
"1400289202","1","02","P009",2734.8
"1400289203","1","06","P032",7458.56
"1400289203","1","05","P009",4475.13
"1400289203","1","01","P001",3580.11
"1400289203","1","05","P001",26850.82
"1400289203","1","02","P068",1556.35
"1400289204","1","03","P009",994.47
"1400289204","1","03","P008",1491.71
"1400289204","1","03","P003",23867.4
"1400289204","1","03","P001",19392.26
"1400289204","1","02","P006",994.47
"1400289204","1","02","P076",25304.41
"1400289204","1","01","P032",23867.4
"1400289204","1","02","P001",26850.82
"1400289206","1","01","P001",50718.23
"1400289206","1","01","P009",4723.75
"1400289206","1","04","P001",20883.97
"1400289206","1","03","P001",23867.4
"1400289206","1","04","P009",1988.95
"1400434301","1","02","P009",19565.21
"1400434301","1","01","P001",88043.47
"1400434301","1","01","P009",6114.13
"1400434301","1","02","P001",234782.6
"1400434301","1","02","P007",12228.26
"1400434301","1","01","P007",7336.95
"1400434304","1","01","P069",9843.74
"1400434304","1","02","P032",8804.34
"1400434305","1","02","P009",3057.06
"1400434305","1","02","P001",73369.56
"1400434305","1","01","P009",2201.08
"1400434305","1","01","P051",15163.04
"1400434305","1","01","P001",52826.08
"1400434305","1","03","P022",2445.65
"1400434305","1","03","P014",5478.26
"1400434305","1","02","P051",19565.21
"1400493501","1","04","P009",2445.65
"1400493501","1","04","P006",3913.04
"1400493501","1","04","P001",49891.3
"1400493501","1","03","P032",7336.95
"1400493501","1","03","P024",8804.34
"1400493501","1","02","P016",12.22
"1400493501","1","02","P021",6163.04
"1400493501","1","02","P014",9391.3
"1400493501","1","02","P001",29347.82
"1400493501","1","01","P032",6749.99
"1400493501","1","01","P024",6456.52
"1400493501","1","05","P009",1956.52
"1400493501","1","05","P008",1222.82
"1400493501","1","05","P001",41086.95
"1400493502","1","03","P009",2934.78
"1400493502","1","03","P008",2445.65
"1400493502","1","03","P001",29347.82
"1400493502","1","02","P009",1956.52
"1400493502","1","04","P012",4402.17
"1400493502","1","01","P032",82173.91
"1400493502","1","02","P001",52826.08
"1400493503","1","01","P032",6749.99
"1400493503","1","01","P040",2934.78
"1400493503","1","02","P001",26413.04
"1400493503","1","02","P008",733.69
"1400493503","1","02","P009",2445.65
"1400493503","1","02","P024",8804.34
"1400493505","1","02","P070",24948.58
"1400493505","1","01","P070",28741.3
"1400493506","1","03","P001",52826.08
"1400493506","1","02","P032",5869.56
"1400493506","1","02","P009",733.69
"1400493506","1","02","P001",17608.69
"1400493506","1","01","P032",23478.26
"1400493506","1","03","P008",489.13
"1400493506","1","03","P009",2201.08
"1400507901","1","01","P008",489.13
"1400507901","1","01","P005",8315.21
"1400507901","1","01","P001",35217.39
"1400507901","1","01","P009",489.13
"1400507902","1","03","P070",9611.41
"1400507902","1","01","P001",49891.3
"1400507904","1","01","P032",120326.08
"1400507906","1","01","P045",1134.78
"1400507906","1","01","P024",58695.65
"1400507906","1","03","P001",16385.86
"1400555301","1","01","P040",5869.56
"1400555301","1","01","P032",32282.6
"1400555303","1","02","P001",23478.26
"1400555303","1","01","P024",17608.69
"1400555304","1","01","P032",19956.52
"1400555305","1","08","P001",13206.52
"1400555305","1","07","P009",978.26
"1400555305","1","07","P001",20543.47
"1400555305","1","06","P001",10565.21
"1400555305","1","05","P044",1738.85
"1400555305","1","01","P024",5869.56
"1400555305","1","02","P044",1738.85
"1400555305","1","04","P001",13206.52
"1400555305","1","01","P070",17700.65
"1400555305","1","08","P009",855.97
"1400555306","1","01","P009",1100.54
"1400555306","1","03","P009",1467.39
"1400555306","1","03","P008",2445.65
"1400555306","1","01","P001",27880.43
"1400555306","1","03","P001",17608.69
"1400555306","1","03","P006",2054.34
"1400563901","1","01","P001",10565.21
"1400563901","1","01","P009",220.1
"1400563902","1","01","P001",15260.86
"1400563902","1","01","P003",10173.91
"1400563903","1","01","P063",978.26
"1400563903","1","01","P009",489.13
"1400563903","1","03","P040",469.56
"1400563903","1","01","P002",23478.26
"1400563905","1","01","P009",1956.52
"1400563905","1","02","P006",1760.86
"1400563905","1","02","P001",64565.21
"1400563905","1","01","P001",46956.52
"1400563905","1","02","P053",19565.21
"1400563905","1","02","P009",7336.95
"1400563905","1","02","P008",4891.3
"1400563906","1","03","P009",4891.3
"1400563906","1","03","P001",29347.82
"1400563906","1","03","P006",14673.91
"1400563906","1","02","P040",8804.34
"1400563906","1","01","P022",5624.99
"1400563906","1","01","P040",5869.56
"1400586801","1","01","P032",7377.04
"1400586802","1","04","P001",10622.95
"1400586802","1","01","P009",614.75
"1400586802","1","01","P001",14754.09
"1400586803","1","01","P032",5901.63
"1400586803","1","01","P040",1475.4
"1400586803","1","01","P070",6580.32
"1400586803","1","01","P044",1740.98
"1400586804","1","03","P001",3540.98
"1400586804","1","03","P003",2360.65
"1400586804","1","02","P003",3836.06
"1400586804","1","01","P001",26557.37
"1400586804","1","01","P009",1106.55
"1400586804","1","02","P001",7967.21
"1400586805","1","01","P032",44262.29
"1400586805","1","03","P001",17704.91
"1400586805","1","03","P009",983.6
"1400586806","1","05","P006",1032.78
"1400586806","1","05","P009",98.36
"1400586806","1","01","P070",7081.96
"1400586806","1","02","P001",11803.27
"1400586806","1","03","P001",44262.29
"1400586806","1","03","P009",4918.03
"1400586806","1","04","P001",26557.37
"1400586806","1","04","P009",1475.4
"1400586806","1","04","P062",18688.52
"1400586806","1","05","P001",11213.11
"1400586806","1","05","P003",1180.32
"1400595401","1","04","P006",3521.73
"1400595401","1","04","P001",58695.65
"1400595401","1","01","P044",1687.49
"1400595401","1","01","P068",6896.73
"1400595401","1","02","P070",1438.04
"1400595401","1","04","P009",1711.95
"1400595402","1","01","P070",12612.71
"1400595402","1","01","P040",29347.82
"1400595404","1","01","P001",6847.82
"1400595404","1","01","P036",2445.65
"1400595404","1","01","P022",7336.95
"1400595405","1","01","P001",17608.69
"1400595405","1","05","P001",1369.56
"1400595405","1","03","P009",855.97
"1400595405","1","03","P008",733.69
"1400595405","1","01","P009",733.69
"1400595405","1","03","P001",13499.99
"1400595405","1","02","P032",5869.56
"1400595405","1","01","P053",2445.65
"1400595405","1","03","P003",880.43
"1400595405","1","01","P008",978.26
"1400595405","1","01","P006",391.3
"1400595406","1","01","P070",26999.99
"1400595406","1","01","P051",5869.56
"1400608002","1","03","P001",14673.91
"1400608002","1","01","P024",20543.47
"1400608002","1","01","P070",16434.78
"1400608003","1","01","P040",3521.73
"1400608003","1","01","P044",1702.17
"1400608004","1","02","P001",17608.69
"1400608004","1","03","P001",20543.47
"1400608005","1","01","P024",6749.99
"1400608005","1","01","P032",7923.91
"1400608005","1","03","P001",23478.26
"1400608005","1","03","P009",978.26
"1400608005","1","01","P041",5282.6
"1400608006","1","01","P001",15260.86
"1400608006","1","02","P001",11005.43
"1400608006","1","02","P022",3326.08
"1400608006","1","01","P009",244.56
"1400608006","1","01","P006",4108.69
"1400608006","1","01","P005",2934.78
"1400618601","1","01","P032",29508.19
"1400618602","1","01","P041",8852.45
"1400618602","1","01","P068",20744.26
"1400618603","1","06","P001",5901.63
"1400618603","1","05","P001",23606.55
"1400618603","1","04","P001",14754.09
"1400618603","1","03","P009",737.7
"1400618603","1","03","P008",737.7
"1400618603","1","03","P001",11803.27
"1400618603","1","01","P044",1696.72
"1400618603","1","01","P032",5901.63
"1400618604","1","01","P070",1819.67
"1400618604","1","01","P014",12747.54
"1400618604","1","02","P001",11803.27
"1400618605","1","02","P045",1622.95
"1400618605","1","01","P070",6255.73
"1400618605","1","01","P032",6491.8
"1400618606","1","01","P032",4426.22
"1400618606","1","05","P040",2950.81
"1400618606","1","03","P001",17704.91
"1400640701","1","02","P002",11803.27
"1400640701","1","01","P040",737.7
"1400640703","1","02","P076",4439.01
"1400640703","1","02","P021",495.73
"1400640703","1","02","P001",15344.26
"1400640703","1","01","P009",491.8
"1400640703","1","01","P001",16622.95
"1400640704","1","01","P001",44262.29
"1400640704","1","01","P007",737.7
"1400640704","1","01","P009",1721.31
"1400640705","1","02","P009",983.6
"1400640705","1","03","P021",14754.09
"1400640705","1","05","P068",64991.8
"1400640705","1","04","P009",983.6
"1400640705","1","04","P001",23606.55
"1400640705","1","01","P001",23606.55
"1400640705","1","01","P007",1229.5
"1400640705","1","01","P009",2950.81
"1400640705","1","02","P001",23606.55
"1400640706","1","01","P001",16524.59
"1400640706","1","02","P001",983.6
"1400640706","1","01","P002",3540.98
"1400640706","1","01","P007",688.52
"1400640706","1","01","P008",147.54
"1400640706","1","01","P009",688.52
"1400640706","1","01","P021",3319.67
"1400640706","1","01","P014",1721.31
"1400667301","1","06","P001",7434.78
"1400667301","1","06","P022",4695.65
"1400667301","1","05","P038",1956.52
"1400667301","1","04","P009",1956.52
"1400667301","1","04","P006",7826.08
"1400667301","1","04","P001",46956.52
"1400667301","1","03","P003",7336.95
"1400667301","1","03","P001",2347.82
"1400667301","1","02","P044",2934.78
"1400667301","1","01","P044",2934.78
"1400667301","1","01","P040",4695.65
"1400667302","1","01","P006",1663.04
"1400667302","1","01","P009",4891.3
"1400667302","1","01","P022",2054.34
"1400667302","1","01","P040",5624.99
"1400667302","1","02","P022",586.95
"1400667302","1","01","P001",46956.52
"1400667303","1","01","P069",27264.13
"1400667303","1","01","P022",6847.82
"1400667303","1","02","P022",586.95
"1400667303","1","02","P036",6847.82
"1400667303","1","02","P053",880.43
"1400667303","1","01","P053",978.26
"1400667303","1","01","P062",3913.04
"1400667304","1","01","P040",2934.78
"1400667304","1","01","P032",5869.56
"1400667304","1","01","P022",733.69
"1400667305","1","01","P040",16141.3
"1400667305","2","01","P053",733.69
"1400667305","2","01","P003",1467.39
"1400667305","2","01","P001",21130.43
"1400723201","1","01","P024",8801.1
"1400723201","1","02","P040",2983.42
"1400723201","1","02","P032",15389.5
"1400723201","1","01","P032",15155.8
"1400723202","1","01","P006",2685.08
"1400723202","1","01","P001",23867.4
"1400723202","1","01","P009",4226.51
"1400723202","1","01","P008",15911.6
"1400723202","1","02","P001",8353.59
"1400723205","1","03","P012",43667.4
"1400723205","1","02","P012",22176.79
"1400723205","1","04","P067",298.34
"1400723205","1","01","P032",8950.27
"1400750801","1","02","P041",35409.83
"1400750801","1","01","P040",47213.11
"1400750802","1","01","P040",29508.19
"1400750803","1","01","P022",39344.26
"1400750803","1","01","P021",42196.72
"1400750803","1","01","P024",17704.91
"1400750803","1","01","P077",17457.04
"1400750803","1","02","P040",35409.83
"1400750803","1","01","P011",38360.65
"1400750804","1","01","P040",35409.83
"1400750804","1","01","P041",68422.13
"1400791901","1","01","P001",17608.69
"1400791901","1","01","P009",73.36
"1400791902","1","01","P003",3521.73
"1400791902","1","02","P001",11739.13
"1400791902","1","01","P001",17021.73
"1400791903","1","05","P009",1467.39
"1400791903","1","05","P001",29347.82
"1400791903","1","04","P009",1222.82
"1400791903","1","04","P001",26413.04
"1400791903","1","03","P009",1222.82
"1400791903","1","03","P001",19076.08
"1400791905","1","03","P052",5869.56
"1400791905","1","03","P051",1173.91
"1400791905","1","03","P009",733.69
"1400791905","1","03","P008",733.69
"1400791905","1","03","P001",11739.13
"1400791905","1","07","P009",195.65
"1400791905","1","05","P001",17608.69
"1400791905","1","04","P001",14673.91
"1400791905","1","04","P008",611.41
"1400791905","1","06","P001",10565.21
"1400791905","1","04","P051",3423.91
"1400791905","1","06","P051",1467.39
"1400791905","1","07","P001",12913.04
"1400791905","1","04","P009",611.41
"1400915501","1","01","P032",9097.82
"1400915501","1","01","P040",2152.17
"1400915502","1","02","P022",11836.95
"1400915502","1","01","P001",17608.69
"1400915502","1","01","P009",709.23
"1400915502","1","01","P040",4402.17
"1400915502","1","02","P051",6114.13
"1400915503","1","03","P001",23478.26
"1400915503","1","03","P009",1222.82
"1400915503","1","02","P024",11739.13
"1400915503","1","02","P007",293.47
"1400915503","1","02","P009",978.26
"1400915503","1","02","P001",29347.82
"1400915503","1","03","P051",2445.65
"1400915505","1","03","P001",8217.39
"1400915505","1","01","P044",1702.17
"1400915505","1","01","P001",11152.17
"1400915505","1","02","P012",59202.39
"1400923301","1","01","P003",20788.04
"1400923301","1","02","P040",2445.65
"1400923301","1","01","P009",978.26
"1400923301","1","02","P068",2347.82
"1400923304","1","01","P001",88043.47
"1400923304","1","04","P001",8902.17
"1400923304","1","04","P003",1320.65
"1400923304","1","03","P022",15652.17
"1400923304","1","01","P009",7336.95
"1400923304","1","02","P009",2201.08
"1400923304","1","02","P001",29347.82
"1400923304","1","01","P051",3913.04
"1400923306","1","01","P070",9611.41
"1400923306","1","02","P044",1702.17
"1400923306","1","02","P070",18645.65
"1400923306","1","01","P040",6114.13
"1400923306","1","01","P063",489.13
"1400936801","1","04","P001",17704.91
"1400936801","1","05","P038",2950.81
"1400936801","1","01","P001",21245.9
"1400936801","1","01","P008",1475.4
"1400936801","1","01","P009",2950.81
"1400936801","1","02","P001",9442.62
"1400936801","1","03","P001",6295.08
"1400936803","1","02","P014",1475.4
"1400936803","1","02","P001",8852.45
"1400936804","1","01","P040",5901.63
"1400936804","1","01","P014",1573.77
"1400936804","1","01","P001",1770.49
"1400936806","1","01","P001",44262.29
"1400936806","1","01","P007",9836.06
"1400936806","1","01","P009",4426.22
"1400957902","1","01","P003",117.39
"1400957902","1","01","P063",684.78
"1400957902","1","01","P022",4695.65
"1400957902","1","01","P044",1702.17
"1400957902","1","01","P001",2347.82
"1400957903","1","01","P032",6896.73
"1400957903","1","02","P009",195.65
"1400957903","1","02","P008",31.3
"1400957903","1","02","P001",9391.3
"1400957903","1","02","P003",23478.26
"1400957903","1","01","P070",25652.44
"1400957905","1","02","P001",7043.47
"1400957905","1","01","P070",104233.69
"1400957906","1","02","P053",10760.86
"1400957906","1","01","P009",6358.69
"1400957906","1","01","P014",17608.69
"1400957906","1","01","P001",44021.73
"1400977801","1","01","P044",1622.95
"1400977801","1","02","P070",7377.04
"1400977802","1","01","P009",737.7
"1400977802","1","01","P001",44262.29
"1400977804","1","02","P001",7377.04
"1400977805","1","02","P009",737.7
"1400977805","1","02","P001",27147.54
"1400977805","1","01","P009",2704.91
"1400977805","1","01","P001",73770.49
"1400977806","1","02","P001",19180.32
"1400977806","1","02","P009",491.8
"1400977806","1","03","P001",295.08
"1400977806","1","01","P001",19180.32
"1400977806","1","01","P004",196.72
"1401014401","1","03","P040",7336.95
"1401014401","1","02","P070",25019.02
"1401014401","1","01","P012",37587.71
"1401014401","1","05","P040",880.43
"1401014401","1","01","P053",2445.65
"1401014402","1","01","P011",29347.82
"1401014402","1","03","P001",23478.26
"1401014402","1","03","P003",1760.86
"1401014402","1","01","P049",7336.95
"1401014402","1","02","P001",17608.69
"1401014402","1","03","P036",5869.56
"1401014403","1","01","P001",223043.47
"1401014403","1","02","P031",7336.95
"1401014403","1","02","P001",88043.47
"1401014403","1","02","P009",12228.26
"1401014403","1","01","P052",53804.34
"1401014403","1","01","P009",27880.43
"1401014405","1","01","P044",1540.76
"1401014405","1","01","P003",586.95
"1401014405","1","02","P001",7043.47
"1401014405","1","01","P001",8804.34
"1401014405","1","02","P041",733.69
"1401014405","1","02","P009",146.73
"1401031001","1","01","P008",85.59
"1401031001","1","01","P009",366.84
"1401031001","1","01","P001",33749.99
"1401031002","1","02","P001",8804.34
"1401031002","1","01","P001",11739.13
"1401031002","1","01","P009",244.56
"1401031002","1","02","P003",440.21
"1401031003","1","01","P005",733.69
"1401031003","1","01","P001",19956.52
"1401031003","1","02","P009",831.52
"1401031003","1","02","P001",19956.52
"1401031003","1","01","P009",978.26
"1401035602","1","01","P009",737.7
"1401035602","1","03","P040",1426.22
"1401035602","1","04","P001",10327.86
"1401035602","1","02","P001",12786.88
"1401035602","1","04","P009",1229.5
"1401035602","1","01","P001",29508.19
"1401035602","1","04","P003",7377.04
"1401035604","1","02","P003",393.44
"1401035604","1","03","P001",1967.21
"1401035604","1","03","P003",983.6
"1401035604","1","03","P006",245.9
"1401035604","1","03","P007",196.72
"1401035604","1","03","P014",295.08
"1401035604","1","03","P022",9836.06
"1401035604","1","03","P036",590.16
"1401035604","1","03","P040",2704.91
"1401035604","1","03","P052",860.65
"1401035604","1","01","P001",22756.72
"1401035604","1","01","P006",16884.59
"1401035604","1","01","P007",5792.45
"1401035604","1","01","P009",2459.01
"1401035605","1","01","P001",18885.24
"1401035605","1","01","P003",19475.4
"1401035605","1","01","P004",270.49
"1401035605","1","01","P022",295.08
"1401035605","1","02","P001",18885.24
"1401035605","1","02","P041",921.14
"1401035605","1","02","P003",9836.06
"1401035606","1","01","P040",3836.06
"1401035606","1","01","P045",3540.98
"1401069701","1","02","P001",17704.91
"1401069701","1","02","P009",737.7
"1401069701","1","02","P032",8852.45
"1401069701","1","03","P001",9590.16
"1401069701","1","03","P003",6639.34
"1401069702","1","02","P041",2950.81
"1401069702","1","02","P022",442.62
"1401069702","1","01","P009",1721.31
"1401069702","1","01","P001",31868.85
"1401069702","1","02","P051",2065.57
"1401069703","1","03","P022",172.13
"1401069703","1","04","P001",1967.21
"1401069703","1","01","P032",23606.55
"1401069703","1","04","P063",295.08
"1401069705","1","02","P070",6641.8
"1401069705","1","03","P012",6821.31
"1401069705","1","02","P058",393.44
"1401069705","1","01","P040",885.24
"1401069706","1","01","P001",20655.73
"1401069706","1","01","P008",860.65
"1401069706","1","01","P009",2090.16
"1401069706","1","02","P001",15344.26
"1401069706","1","02","P032",7081.96
"1401069706","1","02","P006",3836.06
"1401069706","1","02","P009",590.16
"1401069706","1","02","P051",983.6
"1401069706","1","01","P004",7377.04
"1401076201","1","01","P069",45583.75
"1401076202","1","02","P001",9546.96
"1401076202","1","02","P009",497.23
"1401076202","1","01","P014",8154.69
"1401076202","1","01","P024",4475.13
"1401076202","1","01","P006",2038.67
"1401076202","1","01","P051",4475.13
"1401076202","1","01","P001",16155.24
"1401076203","1","02","P001",17900.55
"1401076203","1","02","P009",745.85
"1401076203","1","02","P008",745.85
"1401076203","1","01","P070",616.57
"1401076203","1","01","P040",2983.42
"1401076203","1","02","P051",1491.71
"1401076203","1","02","P022",497.23
"1401076203","1","04","P040",5966.85
"1401076204","1","01","P009",4972.37
"1401076204","1","01","P007",3977.9
"1401076204","1","01","P006",33812.15
"1401076204","1","01","P001",179005.52
"1401076204","1","01","P026",11933.7
"1401076204","1","01","P024",20883.97
"1401076204","1","01","P049",4475.13
"1401076204","1","02","P032",16065.74
"1401076204","1","03","P040",745.85
"1401076204","1","04","P001",14917.12
"1401076204","1","04","P007",248.61
"1401076204","1","04","P009",248.61
"1401076204","1","05","P001",17900.55
"1401076205","1","01","P032",4475.13
"1401165502","1","02","P001",15847.82
"1401165502","1","02","P003",586.95
"1401165502","1","02","P004",2934.78
"1401165502","1","03","P001",11739.13
"1401165502","1","02","P006",2347.82
"1401165502","1","02","P042",1394.02
"1401165502","1","02","P009",1320.65
"1401165503","1","03","P003",17608.69
"1401165503","1","02","P009",1467.39
"1401165503","1","02","P006",1760.86
"1401165503","1","02","P005",2934.78
"1401165503","1","02","P001",23478.26
"1401165503","1","02","P008",3668.47
"1401165505","1","03","P001",12326.08
"1401165505","1","02","P042",3374.99
"1401165505","1","02","P009",904.89
"1401165505","1","02","P001",11739.13
"1401165505","1","03","P009",904.89
"1401394301","1","01","P044",2788.04
"1401394301","1","03","P001",12326.08
"1401394303","1","03","P040",9391.3
"1401394303","1","01","P009",2934.78
"1401394303","1","01","P001",41086.95
"1401394304","1","01","P001",73369.56
"1401394304","1","01","P009",8559.78
"1401394306","1","02","P001",9391.3
"1401394306","1","03","P003",97.82
"1401394306","1","03","P001",2739.13
"1401394306","1","02","P003",195.65
"1401394306","1","01","P001",12961.95
"1401404902","1","01","P014",4891.3
"1401404902","1","01","P040",2005.43
"1401404902","1","02","P001",16434.78
"1401404902","1","02","P003",3766.3
"1401404902","1","02","P007",586.95
"1401404902","1","01","P070",4499.99
"1401404902","1","02","P009",733.69
"1401404902","1","02","P008",489.13
"1401404904","1","01","P009",146.73
"1401404904","1","02","P040",1467.39
"1401404904","1","03","P040",1467.39
"1401404904","1","01","P001",19076.08
"1401404906","1","01","P032",9097.82
"1401404906","1","01","P040",2934.78
"1401404906","1","02","P040",2592.39
"1401404906","1","02","P044",1614.13
"1401413801","1","01","P032",14754.09
"1401413801","1","01","P040",7868.85
"1401413801","1","03","P005",4426.22
"1401413801","1","03","P008",1229.5
"1401413801","1","03","P004",1514.75
"1401413801","1","03","P040",2213.11
"1401413801","1","03","P063",983.6
"1401413801","1","02","P040",11311.47
"1401413801","1","03","P001",29409.83
"1401413801","1","03","P009",983.6
"1401413802","1","01","P003",2478.68
"1401413802","1","01","P009",590.16
"1401413802","1","01","P036",1967.21
"1401413802","1","02","P022",5901.63
"1401413802","1","02","P036",983.6
"1401413802","1","02","P041",1475.4
"1401413802","1","02","P070",3245.9
"1401413802","1","01","P001",15344.26
"1401413804","1","01","P032",10327.86
"1401413804","1","03","P008",368.85
"1401413804","1","03","P001",17704.91
"1401413804","1","03","P009",860.65
"1401413804","1","04","P001",40426.22
"1401413804","1","04","P009",1721.31
"1401413804","1","06","P022",7377.04
"1401413804","1","02","P044",1622.95
"1401413804","1","06","P040",2360.65
"1401413804","1","07","P001",14163.93
"1401413804","1","07","P004",260.65
"1401413804","1","07","P005",2360.65
"1401413804","1","07","P008",639.34
"1401413804","1","07","P009",786.88
"1401413804","1","08","P040",2360.65
"1401413805","1","01","P012",26139.34
"1401440401","1","02","P069",67524.45
"1401440401","1","02","P063",489.13
"1401440401","1","01","P051",4891.3
"1401440403","1","01","P032",35217.39
"1401440404","1","02","P040",489.13
"1401440404","1","01","P053",586.95
"1401440404","1","01","P051",4891.3
"1401440404","1","01","P040",1956.52
"1401440404","1","01","P001",15847.82
"1401440404","1","04","P053",2690.21
"1401440404","1","04","P004",207.39
"1401440404","1","03","P001",17608.69
"1401440404","1","03","P009",366.84
"1401440404","1","03","P051",4891.3
"1401440404","1","04","P001",3052.17
"1401440404","1","03","P052",489.13
"1401440405","1","03","P044",1702.17
"1401440405","1","03","P001",2347.82
"1401440405","1","02","P014",3521.73
"1401440405","1","02","P009",978.26
"1401440405","1","02","P005",1467.39
"1401440405","1","02","P004",2054.34
"1401440405","1","02","P001",14673.91
"1401440405","1","01","P009",6114.13
"1401440405","1","01","P008",2934.78
"1401440405","1","01","P005",6456.52
"1401440405","1","01","P001",32282.6
"1401440405","1","03","P040",2347.82
"1401440406","1","01","P032",7923.91
"1401440406","1","01","P001",9904.89
"1401440406","1","01","P041",2445.65
"1401465001","1","02","P042",3521.73
"1401465001","1","01","P032",9391.3
"1401465001","1","02","P040",4402.17
"1401465003","1","02","P069",391.3
"1401465003","1","01","P022",7826.08
"1401465003","1","02","P022",4646.73
"1401465003","1","02","P041",293.47
"1401465003","1","01","P001",7336.95
"1401465003","1","01","P004",1467.39
"1401465003","1","01","P014",4402.17
"1401465003","1","01","P063",2445.65
"1401465004","1","07","P040",1760.86
"1401465004","2","01","P001",15260.86
"1401465004","2","01","P003",10027.17
"1401465004","2","01","P009",293.47
"1401465004","1","03","P009",2445.65
"1401465004","1","03","P008",2445.65
"1401465004","1","03","P005",3815.21
"1401465004","1","03","P001",20543.47
"1401465004","1","02","P009",293.47
"1401465004","1","01","P040",4402.17
"1401465004","1","01","P004",489.13
"1401465004","1","01","P001",15260.86
"1401465004","1","02","P001",15896.73
"1401465004","1","02","P003",1785.32
"1401465004","2","01","P024",3815.21
"1401465004","2","02","P001",22010.86
"1401465005","1","01","P022",6847.82
"1401465005","1","02","P040",3668.47
"1401465005","1","01","P040",16630.43
"1401498601","1","01","P009",1819.67
"1401498601","1","01","P001",42540.98
"1401498601","1","02","P009",368.85
"1401498601","1","02","P003",22131.14
"1401498601","1","02","P001",13573.77
"1401498601","1","01","P006",2950.81
"1401498602","1","02","P014",4721.31
"1401498602","1","03","P001",12983.6
"1401498602","1","02","P001",2360.65
"1401498602","1","01","P040",3540.98
"1401498603","1","01","P006",467.21
"1401498603","1","01","P001",21245.9
"1401498603","1","01","P052",491.8
"1401498603","1","02","P001",8262.29
"1401498604","1","02","P022",147.54
"1401498604","1","03","P001",2360.65
"1401498604","1","03","P006",344.26
"1401498604","1","01","P051",2459.01
"1401498604","1","01","P012",100554.09
"1401498604","1","01","P024",10327.86
"1401545403","1","02","P009",978.26
"1401545403","1","02","P008",244.56
"1401545403","1","02","P007",244.56
"1401545403","1","01","P040",2934.78
"1401545403","1","01","P032",8804.34
"1401545403","1","02","P001",23478.26
"1401545405","1","03","P051",733.69
"1401545405","1","02","P009",244.56
"1401545405","1","02","P008",489.13
"1401545405","1","01","P069",12746.24
"1401545405","1","02","P004",195.65
"1401545405","1","02","P001",12717.39
"1401545405","1","01","P014",8804.34
"1401545405","1","02","P006",244.56
"1401610701","1","03","P001",17704.91
"1401610701","1","03","P009",491.8
"1401610701","1","02","P001",20065.57
"1401610701","1","02","P007",491.8
"1401610701","1","03","P003",4721.31
"1401610702","1","01","P001",41311.47
"1401610702","1","01","P006",3196.72
"1401610702","1","01","P009",4918.03
"1401610702","1","01","P007",442.62
"1401610704","1","01","P070",1770.49
"1401610704","1","01","P051",24590.16
"1401610704","1","01","P032",103278.68
"1401610705","1","01","P040",12295.08
