"folioviv","foliohog","numren","id_trabajo","pres_2","pres_3","pres_4"
"1404781003","1","02","1","02","03","04"
"1404781004","1","01","1","","",""
"1404781004","1","02","1","02","03",""
"1404781004","1","04","1","","",""
"1404781005","1","01","1","02","03",""
"1404781006","1","01","1","","",""
"1404787601","1","01","1","","",""
"1404787602","1","02","1","02","03",""
"1404787602","1","03","1","","",""
"1404787604","1","01","1","","",""
"1404787604","1","02","1","","",""
"1404787606","1","01","1","","",""
"1404787606","1","02","1","","",""
"1404830701","1","01","1","02","03","04"
"1404830701","1","04","1","","",""
"1404830701","1","05","1","","",""
"1404830702","1","01","1","02","03","04"
"1404830703","1","01","1","02","",""
"1404830704","1","01","1","","",""
"1404830705","1","01","1","02","03",""
"1404830705","1","01","2","","",""
"1404830705","1","02","1","","",""
"1404830706","1","01","1","02","03","04"
"1404830706","1","03","1","02","03","04"
"1404903201","1","01","1","","03",""
"1404903201","1","02","1","","",""
"1404903201","1","03","1","","",""
"1404903202","1","01","1","02","03","04"
"1404903202","1","02","1","","",""
"1404903203","1","01","1","","",""
"1404903203","1","02","1","","",""
"1404903203","1","03","1","","",""
"1404903205","1","01","1","","",""
"1404903205","1","02","1","02","",""
"1404903206","1","01","1","","",""
"1404903206","1","02","1","","",""
"1404918503","1","01","1","02","03","04"
"1404918504","1","02","1","02","03",""
"1404918504","1","03","1","","",""
"1404918505","1","01","1","","",""
"1404918505","1","04","1","02","03",""
"1404918505","1","05","1","","",""
"1404918505","1","05","2","","",""
"1404918505","1","06","1","02","",""
"1404918506","1","01","1","","",""
"1404934302","1","01","1","","",""
"1404934302","1","02","1","","",""
"1404934303","1","01","1","","",""
"1404934304","1","01","1","","",""
"1404934304","1","03","1","02","03",""
"1404934304","1","04","1","02","03","04"
"1404934306","1","01","1","02","03","04"
"1404940901","1","01","1","","",""
"1404940901","1","03","1","02","03","04"
"1404940901","1","04","1","02","03","04"
"1404940901","1","05","1","02","03",""
"1404940901","1","07","1","02","03","04"
"1404940902","1","01","1","02","03",""
"1404940902","1","03","1","","",""
"1404940903","1","02","1","02","03","04"
"1404940904","1","01","1","02","03",""
"1404940904","1","02","1","","",""
"1404940905","1","02","1","","",""
"1404940906","1","01","1","02","03",""
"1404940906","1","02","1","02","03","04"
"1404940906","1","03","1","","",""
"1405081801","1","01","1","02","03",""
"1405081801","1","01","2","02","",""
"1405081801","1","02","1","","",""
"1405081802","1","01","1","02","03","04"
"1405081802","1","02","1","02","03","04"
"1405081803","1","02","1","","",""
"1405081803","1","03","1","","",""
"1405081803","1","04","1","02","03","04"
"1405081804","1","01","1","02","03","04"
"1405081804","1","02","1","02","03","04"
"1405081805","1","01","1","02","03","04"
"1405081805","1","02","1","","",""
"1405081805","1","02","2","","",""
"1405081805","1","03","1","","",""
"1405081805","1","04","1","","",""
"1405081806","1","01","1","02","03",""
"1405081806","1","02","1","02","03","04"
"1405081806","1","02","2","02","",""
"1405176401","1","01","1","","",""
"1405176401","1","02","1","","",""
"1405176403","1","02","1","","",""
"1405176404","1","01","1","","",""
"1405176404","1","03","1","","",""
"1405176404","1","04","1","","",""
"1405176405","1","01","1","","",""
"1405176405","1","02","1","02","",""
"1405176405","2","01","1","02","03",""
"1405176405","3","01","1","","",""
"1405176405","3","02","1","","",""
"1405176406","1","02","1","02","03","04"
"1405274001","1","01","1","","",""
"1405274001","1","03","1","","",""
"1405274001","1","05","1","","",""
"1405274004","1","01","1","","",""
"1405274004","1","02","1","02","03",""
"1405274004","1","03","1","","",""
"1405274005","1","01","1","","",""
"1405274005","1","03","1","","",""
"1405274006","1","01","1","","",""
"1405343601","1","01","1","","",""
"1405343602","1","01","1","","",""
"1405343602","1","02","1","","",""
"1405343603","1","01","1","","",""
"1405343604","1","01","1","02","03",""
"1405343605","1","01","1","02","03","04"
"1405343606","1","01","1","","",""
"1405383702","1","01","1","","",""
"1405383702","1","02","1","","",""
"1405383704","1","01","1","02","03","04"
"1405383704","1","02","1","02","03",""
"1405383705","1","01","1","02","03","04"
"1405383705","1","02","1","","",""
"1405393202","1","01","1","02","03","04"
"1405393203","1","01","1","","",""
"1405393204","1","01","1","","",""
"1405393204","1","02","1","","",""
"1405393204","1","02","2","","",""
"1405393204","1","03","1","","",""
"1405393205","1","01","1","","",""
"1405393205","1","02","1","","",""
"1405393205","1","03","1","","",""
"1405393205","1","04","1","02","03","04"
"1405393205","1","05","1","","",""
"1405398402","1","01","1","02","03",""
"1405398402","1","04","1","02","03","04"
"1405398402","1","05","1","02","03","04"
"1405398405","1","01","1","","",""
"1405398406","1","01","1","","03","04"
"1405450002","1","01","1","","",""
"1405450002","1","03","1","02","03","04"
"1405450003","1","01","1","","",""
"1405450004","1","01","1","02","03","04"
"1405450004","1","02","1","02","03","04"
"1405450005","1","02","1","02","03",""
"1405450005","1","03","1","02","03","04"
"1405450006","1","01","1","02","03","04"
"1405450006","1","02","1","","",""
"1405459601","1","01","1","02","03","04"
"1405459601","1","02","1","02","03",""
"1405459602","1","02","1","02","03","04"
"1405459602","1","03","1","02","03","04"
"1405459602","1","04","1","02","",""
"1405459604","1","01","1","02","03",""
"1405459604","1","01","2","","",""
"1405459604","1","02","1","02","03",""
"1405459604","1","03","1","02","03","04"
"1405459605","1","01","1","02","03","04"
"1405459605","1","02","1","","03","04"
"1405459605","1","03","1","","",""
"1405459606","1","03","1","02","03","04"
"1405459606","1","04","1","","",""
"1405460701","1","01","1","02","03","04"
"1405460701","1","02","1","","",""
"1405460701","1","03","1","02","03",""
"1405460701","1","04","1","02","03","04"
"1405460701","1","05","1","02","03","04"
"1405460702","1","01","1","02","03","04"
"1405460702","1","02","1","","",""
"1405460702","1","03","1","02","03","04"
"1405460704","1","01","1","","",""
"1405460704","1","02","1","","",""
"1405462201","1","01","1","02","03",""
"1405462201","1","03","1","","",""
"1405462202","1","01","1","02","03",""
"1405462203","1","01","1","02","03",""
"1405462204","1","01","1","02","03",""
"1405462204","1","02","1","","",""
"1405462204","1","03","1","02","03","04"
"1405462204","1","04","1","02","03","04"
"1405462205","1","01","1","02","03",""
"1405462205","1","03","1","02","03","04"
"1405462206","1","01","1","02","03","04"
"1405466501","1","02","1","","",""
"1405466505","1","02","1","02","03","04"
"1405466505","1","03","1","02","03","04"
"1405466505","1","06","1","02","03",""
"1405470301","1","01","1","","",""
"1405470302","1","01","1","02","03","04"
"1405470302","1","02","1","02","03","04"
"1405470305","1","02","1","02","03","04"
"1405470305","1","04","1","02","03","04"
"1405470306","1","01","1","","",""
"1405560801","1","01","1","02","03","04"
"1405560801","1","03","1","","",""
"1405560802","1","02","1","","",""
"1405560804","1","01","1","02","03","04"
"1405560805","1","01","1","","",""
"1405560805","1","02","1","02","03",""
"1405560805","1","03","1","02","03","04"
"1405695401","1","01","1","02","03","04"
"1405695401","1","02","1","02","03",""
"1405695402","1","01","1","","",""
"1405695402","1","02","1","","",""
"1405695404","1","02","1","02","","04"
"1405695405","1","01","1","02","03",""
"1405695405","1","02","1","02","03",""
"1405695405","1","03","1","02","",""
"1405695406","1","01","1","02","03",""
"1405700006","1","01","1","02","03",""
"1405700006","1","02","1","02","03",""
"1405706601","1","01","1","02","03",""
"1405706602","1","01","1","02","03","04"
"1405706605","1","01","1","","",""
"1405706605","1","02","1","02","03","04"
"1405706605","1","02","2","","",""
"1405706606","1","01","1","","",""
"1405706606","1","02","1","","",""
"1405712502","1","01","1","02","",""
"1405712502","1","04","1","","",""
"1405712504","1","01","1","02","03",""
"1405712505","1","01","1","","",""
"1405712505","1","03","1","02","03","04"
"1405712505","1","03","2","","",""
"1405712505","1","04","1","","",""
"1405712506","1","01","1","","",""
"1405713703","1","01","1","02","03",""
"1405713703","1","02","1","02","03",""
"1405713704","1","04","1","02","03",""
"1405713705","1","03","1","02","03",""
"1405713706","1","01","1","02","03",""
"1405713706","1","02","1","","",""
"1405844301","1","01","1","","",""
"1405844301","1","02","1","02","03",""
"1405844301","1","03","1","02","03","04"
"1405844301","1","04","1","","",""
"1405844301","2","01","1","02","",""
"1405844302","1","01","1","","",""
"1405844302","1","02","1","","",""
"1405844302","1","03","1","","",""
"1405844302","1","04","1","02","03",""
"1405844302","1","05","1","","",""
"1405844303","1","01","1","","",""
"1405844303","1","02","1","","",""
"1405844303","1","03","1","","",""
"1405844303","1","03","2","","",""
"1405844304","1","02","1","02","",""
"1405844305","1","01","1","02","03",""
"1405969901","1","01","1","02","",""
"1405969901","1","02","1","","",""
"1405969901","1","02","2","","",""
"1405969901","1","03","1","","",""
"1405969901","1","03","2","","",""
"1405969901","2","01","1","","",""
"1405969901","2","02","1","","",""
"1405969902","1","01","1","02","03","04"
"1405969902","1","02","1","","",""
"1405969903","1","01","1","02","03",""
"1405969904","1","01","1","","",""
"1405969905","1","01","1","02","",""
"1405969906","1","01","1","","",""
"1405969906","1","02","1","","",""
"1405988802","1","01","1","02","",""
"1405988803","1","01","1","02","03",""
"1405988804","1","01","1","02","03","04"
"1405988804","1","03","1","02","03","04"
"1405988806","1","02","1","","",""
"1405988806","1","03","1","","",""
"1405991402","1","01","1","","",""
"1405991403","1","02","1","02","03",""
"1405991403","1","03","1","","",""
"1405991403","1","05","1","02","03","04"
"1405991404","1","01","1","","",""
"1405991404","1","03","1","","",""
"1405991404","1","04","1","","",""
"1405991405","1","01","1","02","03",""
"1405991405","1","02","1","","",""
"1405991406","1","01","1","02","03",""
"1405991406","1","02","1","","",""
"1406017001","1","01","1","02","03","04"
"1406017001","1","03","1","","03","04"
"1406017002","1","01","1","","",""
"1406017002","1","02","1","","",""
"1406017002","1","03","1","","",""
"1406017002","1","04","1","","",""
"1406017003","1","02","1","","",""
"1406017005","1","02","1","","",""
"1406017005","1","03","1","02","03",""
"1406017005","1","05","1","","",""
"1406017005","1","06","1","","",""
"1406017005","1","07","1","02","03","04"
"1406017005","1","09","1","","",""
"1406017006","1","01","1","","",""
"1406017006","1","02","1","","",""
"1406017006","1","03","1","","",""
"1406017006","1","04","1","02","","04"
"1406238802","1","01","1","02","03",""
"1406238802","1","02","1","02","03",""
"1406238805","1","01","1","","",""
"1406238805","1","02","1","","",""
"1406238806","1","01","1","02","03","04"
"1406238806","1","02","1","","",""
"1406263401","1","03","1","02","03","04"
"1406263401","1","04","1","02","03",""
"1406263403","1","01","1","02","03",""
"1406263403","1","03","1","","",""
"1406263405","1","01","1","","",""
"1406263405","1","02","1","","",""
"1406263405","1","03","1","02","03",""
"1406263405","1","03","2","","",""
"1406263405","1","04","1","","",""
"1406263405","1","05","1","","",""
"1406263406","1","01","1","02","03","04"
"1406263406","1","02","1","","",""
"1406263406","1","03","1","","",""
"1406280001","1","01","1","","",""
"1406280001","1","02","1","","",""
"1406280001","1","03","1","","",""
"1406280001","2","01","1","","",""
"1406280001","2","02","1","","",""
"1406280002","1","01","1","02","03","04"
"1406599501","1","01","1","02","03","04"
"1406599501","1","02","1","02","",""
"1406599501","1","06","1","02","03",""
"1406599502","1","01","1","","",""
"1406599503","1","01","1","","",""
"1406599503","1","04","1","","",""
"1406599503","1","05","1","","",""
"1406599503","2","01","1","","",""
"1406599503","2","02","1","","",""
"1406599503","2","03","1","","",""
"1406599503","2","04","1","","",""
"1406599503","2","05","1","","",""
"1406599503","2","06","1","","",""
"1406599503","2","07","1","","",""
"1406599504","1","01","1","","",""
"1406599504","1","03","1","","",""
"1406599504","1","04","1","","",""
"1406599505","1","01","1","","",""
"1406599505","1","02","1","","",""
"1406599506","1","01","1","","",""
"1406599506","1","02","1","02","",""
"1406607201","1","01","1","02","03",""
"1406607202","1","01","1","","",""
"1406607202","1","02","1","","",""
"1406607202","1","03","1","","",""
"1406607202","1","04","1","","",""
"1406607202","1","08","1","","",""
"1406607203","1","01","1","","",""
"1406607203","1","02","1","","",""
"1406607203","1","03","1","02","03","04"
"1406607203","1","04","1","","",""
"1406607205","1","01","1","02","03",""
"1406607205","1","03","1","02","03",""
"1406639602","1","01","1","","",""
"1406639602","1","02","1","","",""
"1406639603","1","01","1","","",""
"1406639603","1","02","1","","",""
"1406639603","1","03","1","","",""
"1406639603","1","04","1","02","03","04"
"1406639604","1","01","1","","",""
"1406639605","1","02","1","02","",""
"1406639606","1","01","1","02","03",""
"1406639606","1","02","1","","",""
"1406639606","1","03","1","02","03",""
"1406639606","1","04","1","02","",""
"1406639606","1","04","2","","",""
"1406672701","1","01","1","","03",""
"1406672701","1","02","1","02","03",""
"1406672701","1","03","1","02","03","04"
"1406672701","1","04","1","","",""
"1406672704","1","03","1","02","03","04"
"1406672705","1","01","1","02","03","04"
"1406672705","1","02","1","","",""
"1406672706","1","01","1","","",""
"1406672706","1","02","1","","",""
"1406720501","1","03","1","02","03","04"
"1406720501","1","04","1","02","03",""
"1406720503","1","01","1","","",""
"1406720503","1","02","1","","",""
"1406720503","1","03","1","02","03",""
"1406720503","1","04","1","","",""
"1406720503","1","05","1","","",""
"1406720504","1","01","1","","",""
"1406720504","1","02","1","02","03","04"
"1406720504","1","03","1","02","",""
"1406720504","1","04","1","02","03",""
"1406720504","1","04","2","","",""
"1406720505","1","01","1","02","03",""
"1406720505","1","03","1","","",""
"1406746605","1","01","1","","",""
"1406746605","1","02","1","","",""
"1406746605","1","03","1","02","03",""
"1406746605","1","04","1","","",""
"1406746606","1","01","1","02","03","04"
"1406746606","1","02","1","02","03","04"
"1406782701","1","01","1","02","03",""
"1406782701","1","02","1","","",""
"1406782702","1","01","1","02","03",""
"1406782702","1","02","1","","03","04"
"1406782703","1","01","1","02","03","04"
"1406782705","1","01","1","02","03","04"
"1406782705","1","02","1","02","03",""
"1406782706","1","01","1","","",""
"1406797201","1","02","1","02","03",""
"1406797201","1","03","1","02","03",""
"1406797201","1","03","2","","",""
"1406797201","1","04","1","02","",""
"1406797201","1","05","1","02","03",""
"1406797201","1","06","1","","",""
"1406797202","1","03","1","","",""
"1406797202","1","04","1","","",""
"1406797203","1","02","1","02","03","04"
"1406797203","1","03","1","02","03",""
"1406797204","1","01","1","02","03","04"
"1406797204","1","02","1","02","03","04"
"1406797204","1","03","1","02","03",""
"1406797204","1","04","1","02","03","04"
"1406797204","1","05","1","02","03","04"
"1406797205","1","01","1","","",""
"1406797205","1","02","1","02","03","04"
"1406797206","1","01","1","","",""
"1406797206","1","02","1","","",""
"1406797206","1","03","1","02","03","04"
"1406892201","1","01","1","02","",""
"1406892202","1","01","1","","",""
"1406892203","1","01","1","","",""
"1406892203","1","03","1","","",""
"1406892203","1","04","1","","",""
"1406892204","1","01","1","02","03","04"
"1406892204","1","02","1","02","03",""
"1406892206","1","02","1","","03",""
"1406898501","1","01","1","","",""
"1406898502","1","01","1","02","03",""
"1406898503","1","01","1","02","",""
"1406898503","1","01","2","","",""
"1406898504","1","01","1","02","03","04"
"1406898506","1","01","1","02","03","04"
"1406964301","1","01","1","02","",""
"1406964302","1","01","1","02","03","04"
"1406964305","1","01","1","02","03","04"
"1406964306","1","01","1","","",""
"1406964306","1","02","1","","",""
"1407052301","1","01","1","","",""
"1407052301","1","03","1","02","",""
"1407052302","1","01","1","","",""
"1407052303","1","01","1","","",""
"1407052303","1","02","1","02","03","04"
"1407052304","1","02","1","","",""
"1407052306","1","01","1","","",""
"1407052306","1","02","1","","",""
"1407137501","1","01","1","02","03",""
"1407137502","1","01","1","02","03","04"
"1407137502","1","02","1","","",""
"1407137502","1","03","1","02","03","04"
"1407137504","1","02","1","","",""
"1407137504","1","03","1","02","03",""
"1407137505","1","01","1","02","03",""
"1407137505","1","02","1","","",""
"1407137505","1","03","1","02","03","04"
"1407137505","1","04","1","02","03",""
"1407137505","1","05","1","","",""
"1407137506","1","01","1","02","03","04"
"1407137506","1","03","1","02","03","04"
"1407148901","1","01","1","","",""
"1407148904","1","01","1","02","03",""
"1407148904","1","02","1","02","03",""
"1407148905","1","01","1","02","03",""
"1407148905","1","01","2","","",""
"1407148905","1","02","1","02","03",""
"1407177805","1","01","1","","",""
"1407177806","1","01","1","","",""
"1407177806","1","03","1","","",""
"1407180405","1","01","1","02","03",""
"1407180406","1","01","1","","",""
"1407191303","1","02","1","","",""
"1407191303","1","03","1","","",""
"1407191303","1","05","1","02","03",""
"1407191303","2","01","1","02","03",""
"1407191303","2","02","1","02","",""
"1407191303","2","03","1","02","03","04"
"1407191303","2","04","1","02","03","04"
"1407191303","2","05","1","","",""
"1407191304","1","02","1","","",""
"1407191304","1","04","1","","",""
"1407191304","1","05","1","02","",""
"1407191306","1","01","1","02","",""
"1407229002","1","01","1","","","04"
"1407229004","1","01","1","02","03","04"
"1407229005","1","01","1","02","03","04"
"1407229005","1","02","1","02","03",""
"1407229005","1","03","1","02","03",""
"1407260601","1","01","1","02","03",""
"1407260604","1","01","1","02","03",""
"1407260604","1","02","1","02","03",""
"1407260606","1","01","1","02","03",""
"1407267702","1","01","1","02","03",""
"1407267703","1","01","1","02","03",""
"1407267703","1","02","1","02","03","04"
"1407267704","1","01","1","02","03","04"
"1407267704","1","02","1","02","03",""
"1407267706","1","03","1","02","03","04"
"1407267706","1","04","1","","",""
"1407291902","1","01","1","","",""
"1407291902","1","01","2","","",""
"1407291902","1","02","1","","",""
"1407291903","1","01","1","02","",""
"1407291904","1","01","1","","03",""
"1407291904","1","03","1","","",""
"1407291904","1","04","1","","",""
"1407291905","1","01","1","","",""
"1407291905","1","02","1","","",""
"1407291906","1","01","1","","",""
"1407291906","1","02","1","02","03","04"
"1407292202","1","01","1","","",""
"1407305802","1","01","1","","",""
"1407305802","1","02","1","02","03","04"
"1407305803","1","01","1","","",""
"1407305804","1","01","1","","",""
"1407305804","1","01","2","","",""
"1407305806","1","01","1","02","",""
"1407305806","1","03","1","02","03",""
"1407305806","1","05","1","02","03",""
"1407305806","1","06","1","02","03",""
"1407370901","1","01","1","","",""
"1407370901","1","02","1","","",""
"1407370903","1","01","1","02","",""
"1407370903","1","01","2","","",""
"1407370903","1","03","1","02","",""
"1407370903","2","01","1","02","03",""
"1407370904","1","01","1","","03","04"
"1407370904","1","03","1","","",""
"1407370904","1","04","1","","",""
"1407372801","1","01","1","","",""
"1407372801","1","02","1","","",""
"1407372802","1","01","1","02","03",""
"1407372802","1","02","1","","",""
"1407372803","1","01","1","02","03",""
"1407372803","1","03","1","","",""
"1407372803","1","04","1","","",""
"1407372803","1","05","1","02","03","04"
"1407372805","1","01","1","02","03","04"
"1407372805","1","02","1","","",""
"1407372805","2","01","1","02","03",""
"1407372806","1","03","1","02","03",""
"1407455401","1","01","1","02","03",""
"1407455401","1","01","2","","",""
"1407455401","1","02","1","02","03",""
"1407455401","1","03","1","02","03","04"
"1407455403","1","01","1","","",""
"1407455403","1","02","1","02","03","04"
"1407455404","1","01","1","","",""
"1407455404","1","01","2","","",""
"1407455405","1","01","1","02","03",""
"1407455405","1","01","2","02","03",""
"1407455405","1","03","1","02","03",""
"1407455405","1","04","1","02","03",""
"1407455406","1","01","1","","",""
"1407455406","1","02","1","02","03",""
"1407470002","1","02","1","02","",""
"1407470004","1","01","1","02","03","04"
"1407470004","1","02","1","02","03","04"
"1407470005","1","01","1","02","03",""
"1407520401","1","01","1","","",""
"1407520402","1","01","1","02","03","04"
"1407520403","1","01","1","02","03",""
"1407520404","1","01","1","02","03","04"
"1407520404","1","03","1","","",""
"1407520405","1","03","1","","",""
"1407520405","2","01","1","02","03","04"
"1407520405","2","02","1","","",""
"1407520406","1","01","1","02","03","04"
"1407572501","1","02","1","02","03",""
"1407572502","1","01","1","02","03",""
"1407572503","1","01","1","02","03",""
"1407572504","1","01","1","02","03",""
"1407572504","1","02","1","02","03",""
"1407572506","1","01","1","02","03",""
"1407608601","1","03","1","02","03",""
"1407608601","1","04","1","02","03",""
"1407608601","1","05","1","02","03",""
"1407608603","1","01","1","","",""
"1407608603","1","02","1","02","03","04"
"1407608603","1","04","1","","",""
"1407608604","1","01","1","","",""
"1407608605","1","01","1","02","03",""
"1407608606","1","01","1","","",""
"1407608606","1","02","1","02","03","04"
"1407608606","1","03","1","02","03","04"
"1407627001","1","02","1","","",""
"1407627002","1","02","1","02","03","04"
"1407627002","1","03","1","","",""
"1407627002","1","04","1","","",""
"1407627002","1","05","1","","",""
"1407627003","1","01","1","","",""
"1407627003","1","03","1","","",""
"1407627003","1","04","1","","",""
"1407627004","1","01","1","","",""
"1407695302","1","01","1","02","03","04"
"1407695303","1","01","1","","",""
"1407695303","1","02","1","02","03","04"
"1407695306","1","02","1","","",""
"1407775701","1","01","1","02","03",""
"1407775701","1","03","1","02","03","04"
"1407775704","1","02","1","02","03","04"
"1407775705","1","01","1","02","03","04"
"1407795901","1","01","1","02","",""
"1407795901","1","02","1","02","",""
"1407795903","1","01","1","02","03","04"
"1407795903","1","03","1","","",""
"1407795904","1","01","1","02","",""
"1407795905","1","01","1","","",""
"1407795906","1","01","1","","",""
"1407795906","1","02","1","","",""
"1407989601","1","01","1","02","03",""
"1407989603","1","02","1","02","03",""
"1407989604","1","01","1","02","03","04"
"1407989604","1","03","1","02","03",""
"1407989605","1","02","1","","",""
"1407989606","1","01","1","02","03",""
"1407989606","1","02","1","","",""
"1407989606","1","04","1","02","03","04"
"1408159202","1","03","1","02","03","04"
"1408159203","1","01","1","","",""
"1408159204","1","03","1","","","04"
"1408159206","1","02","1","","",""
"1408159206","1","03","1","02","03","04"
"1408183801","1","03","1","","",""
"1408183801","1","04","1","02","03",""
"1408183802","1","01","1","02","03","04"
"1408183802","1","02","1","02","03","04"
"1408183802","1","04","1","02","03",""
"1408206502","1","01","1","","",""
"1408206503","1","01","1","","",""
"1408206503","1","02","1","","",""
"1408206504","1","02","1","","",""
"1408206505","1","01","1","","",""
"1408206505","1","02","1","","",""
"1408206506","1","01","1","","",""
"1408206506","1","02","1","","",""
"1408206506","1","03","1","","",""
"1408222302","1","01","1","02","03",""
"1408222302","1","02","1","02","03",""
"1408222304","1","01","1","02","03","04"
"1408222304","1","02","1","","",""
"1408269901","1","01","1","02","03",""
"1408269901","1","02","1","02","03",""
"1408269904","1","02","1","","",""
"1408269905","1","01","1","02","03",""
"1408269905","1","02","1","02","03",""
"1408269905","1","03","1","02","03",""
"1408269906","1","02","1","","",""
"1408336803","1","01","1","02","03",""
"1408336803","1","03","1","02","03","04"
"1408336804","1","03","1","02","03","04"
"1408336806","1","01","1","02","03","04"
"1408336806","1","02","1","","",""
"1408336806","1","03","1","02","03","04"
"1408359401","1","01","1","","",""
"1408359401","1","03","1","02","03","04"
"1408359402","1","01","1","02","03","04"
"1408359402","1","03","1","02","03",""
"1408359403","1","01","1","","",""
"1408359404","1","04","1","","",""
"1408359406","1","01","1","","",""
"1408386001","1","01","1","02","03","04"
"1408386002","1","01","1","02","03","04"
"1408386005","1","01","1","02","03",""
"1408386005","1","02","1","02","","04"
"1408386006","1","01","1","02","03",""
"1408386006","1","02","1","02","03",""
"1408528701","1","01","1","02","03","04"
"1408528702","1","02","1","","",""
"1408528702","1","03","1","","",""
"1408528703","1","03","1","","",""
"1408528704","1","01","1","","",""
"1408528704","1","02","1","02","03","04"
"1408528705","1","01","1","","",""
"1408528705","1","02","1","","",""
"1408528705","1","04","1","02","03","04"
"1408528706","1","01","1","","",""
"1408566401","1","01","1","02","03","04"
"1408566401","1","02","1","","",""
"1408566403","1","01","1","02","03",""
"1408566403","1","01","2","","",""
"1408566403","1","02","1","02","03",""
"1408760201","1","01","1","02","",""
"1408760204","1","01","1","02","",""
"1408760204","1","02","1","","",""
"1408760205","2","02","1","","",""
"1408760205","2","03","1","02","03","04"
"1408760206","1","02","1","02","03",""
"1408932601","1","01","1","","",""
"1408932601","1","02","1","","",""
"1408932601","1","02","2","","",""
"1408932601","1","03","1","02","",""
"1408932601","1","04","1","02","",""
"1408932602","1","01","1","02","03","04"
"1408932603","1","01","1","02","03","04"
"1408932603","1","02","1","","",""
"1408932604","1","01","1","02","03","04"
"1408932604","1","02","1","02","03",""
"1408932605","1","01","1","","",""
"1408932606","1","03","1","","",""
"1408932606","1","05","1","02","",""
"1409022001","1","02","1","02","03",""
"1409022001","1","03","1","02","03",""
"1409022001","1","04","1","02","03",""
"1409022003","1","02","1","02","03",""
"1409022004","1","03","1","02","03",""
"1409022005","1","01","1","","",""
"1409022005","1","02","1","","",""
"1409094601","1","01","1","02","03",""
"1409094603","1","01","1","02","03","04"
"1409094603","1","02","1","02","03",""
"1409094604","1","01","1","02","03",""
"1409094605","1","01","1","02","03","04"
"1409204701","1","01","1","02","03","04"
"1409204702","1","01","1","02","03","04"
"1409204702","1","02","1","","",""
"1409204706","1","02","1","02","03","04"
"1409204706","1","03","1","02","03","04"
"1409220702","1","01","1","","",""
"1409220702","1","02","1","","",""
"1409220703","1","01","1","02","03","04"
"1409220703","1","03","1","02","03","04"
"1409220703","1","04","1","02","03","04"
"1409220704","1","01","1","02","03",""
"1409220704","1","02","1","02","03",""
"1409220706","1","01","1","02","03","04"
"1409220706","1","02","1","02","03",""
"1409286501","1","01","1","02","03","04"
"1409286501","1","03","1","","",""
"1409286502","1","01","1","","",""
"1409286503","1","02","1","","03","04"
"1409286503","1","04","1","","",""
"1409286503","1","07","1","","",""
"1409286504","1","01","1","","",""
"1409286504","1","02","1","","03",""
"1409286505","1","01","1","02","",""
"1409286505","1","03","1","","",""
"1409286506","1","01","1","","",""
"1409293301","1","02","1","","",""
"1409293303","1","01","1","","",""
"1409293304","1","02","1","","",""
"1409293305","1","01","1","","",""
"1409293305","1","02","1","","",""
"1409293306","1","02","1","02","03",""
"1409383202","1","01","1","","",""
"1409383202","1","02","1","","",""
"1409383206","1","02","1","02","03",""
"1409429902","1","01","1","","",""
"1409429903","1","01","1","","",""
"1409429903","1","02","1","","",""
"1409429903","1","03","1","","",""
"1409429903","1","04","1","","",""
"1409429904","1","01","1","02","03","04"
"1409429904","1","02","1","","",""
"1409429904","1","03","1","02","03",""
"1409429904","1","04","1","","",""
"1409429904","1","07","1","02","03","04"
"1409429905","1","01","1","02","03",""
"1409432502","1","01","1","","",""
"1409432503","1","01","1","","",""
"1409432504","1","02","1","02","03","04"
"1409432505","1","01","1","","",""
"1409432505","1","02","1","","",""
"1409432505","1","03","1","","",""
"1409432506","1","01","1","02","03","04"
"1409432506","1","02","1","","",""
"1409475302","1","01","1","02","03","04"
"1409475302","1","03","1","02","03","04"
"1409475302","1","04","1","02","",""
"1409475306","1","01","1","02","03","04"
"1409475306","1","03","1","","",""
"1409528801","1","01","1","","",""
"1409528803","1","01","1","02","03",""
"1409528803","1","02","1","02","03",""
"1409528804","1","01","1","02","03",""
"1409528804","1","04","1","","",""
"1409528805","1","01","1","02","",""
"1409528805","1","01","2","","",""
"1409528805","1","02","1","02","03",""
"1409528805","1","03","1","02","03",""
"1409528805","1","04","1","02","03",""
"1409528806","1","01","1","02","",""
"1409528806","1","02","1","02","03",""
"1409536401","1","01","1","02","03","04"
"1409536401","1","02","1","","",""
"1409536401","1","02","2","","",""
"1409536402","1","01","1","","",""
"1409536402","1","02","1","","",""
"1409536402","1","02","2","","",""
"1409536402","1","03","1","","",""
"1409536405","1","01","1","02","03","04"
"1409568901","1","01","1","","",""
"1409568901","1","02","1","","",""
"1409568901","1","03","1","","",""
"1409574801","1","01","1","02","03",""
"1409574801","1","02","1","02","03","04"
"1409574802","1","01","1","02","03",""
"1409574802","1","01","2","","",""
"1409574802","1","02","1","","",""
"1409574803","1","01","1","02","03",""
"1409574803","1","01","2","02","",""
"1409574804","1","01","1","02","03","04"
"1409574804","1","02","1","02","03",""
"1409574804","1","03","1","02","03",""
"1409574805","1","01","1","02","03",""
"1409574805","1","02","1","02","03",""
"1409574806","1","01","1","02","",""
"1409574806","1","02","1","02","03","04"
"1409574806","1","02","2","","",""
"1409667002","1","01","1","02","03",""
"1409667002","1","03","1","","",""
"1409667219","1","03","1","","",""
"1409667219","1","04","1","","",""
