"folioviv","tipo_viv","dotac_agua","disp_elect","tenencia","ubica_geo","est_socio","edo"
"1406892206","1","1","1","1","14120","3","14"
"1406898501","1","1","1","4","14120","2","14"
"1406898502","1","1","1","1","14120","2","14"
"1406898503","4","1","1","2","14120","2","14"
"1406898504","1","1","1","1","14120","2","14"
"1406898505","1","1","1","4","14120","2","14"
"1406898506","1","1","1","2","14120","2","14"
"1406964301","3","1","1","1","14120","2","14"
"1406964302","3","4","1","2","14120","2","14"
"1406964305","3","","1","2","14120","2","14"
"1406964306","3","3","1","1","14120","2","14"
"1407052301","1","1","1","4","14120","4","14"
"1407052302","1","1","1","4","14120","4","14"
"1407052303","1","1","1","1","14120","4","14"
"1407052304","1","1","1","4","14120","4","14"
"1407052306","1","1","1","1","14120","4","14"
"1407137501","1","1","1","1","14120","3","14"
"1407137502","1","1","1","1","14120","3","14"
"1407137504","1","1","1","4","14120","3","14"
"1407137505","1","1","1","4","14120","3","14"
"1407137506","1","1","1","4","14120","3","14"
"1407148901","1","1","1","4","14120","4","14"
"1407148904","1","1","1","4","14120","4","14"
"1407148905","2","1","1","4","14120","4","14"
"1407177801","1","1","1","1","14120","4","14"
"1407177804","1","1","1","4","14120","4","14"
"1407177805","5","1","1","3","14120","4","14"
"1407177806","1","1","1","4","14120","4","14"
"1407180405","1","1","1","4","14120","4","14"
"1407180406","1","1","1","1","14120","4","14"
"1407191303","1","1","1","4","14120","3","14"
"1407191304","1","1","1","5","14120","3","14"
"1407191306","1","1","1","2","14120","3","14"
"1407229002","2","1","1","1","14120","4","14"
"1407229004","1","1","1","4","14120","4","14"
"1407229005","1","1","1","4","14120","4","14"
"1407260601","1","1","1","4","14120","4","14"
"1407260602","2","1","1","1","14120","4","14"
"1407260604","1","1","1","3","14120","4","14"
"1407260606","2","1","1","4","14120","4","14"
"1407267702","1","1","1","3","14120","4","14"
"1407267703","1","1","1","3","14120","4","14"
"1407267704","1","1","1","1","14120","4","14"
"1407267706","1","1","1","4","14120","4","14"
"1407291902","1","1","1","1","14120","2","14"
"1407291903","3","1","1","4","14120","2","14"
"1407291904","1","1","1","1","14120","2","14"
"1407291905","1","1","1","3","14120","2","14"
"1407291906","1","1","1","4","14120","2","14"
"1407292202","1","1","1","4","14120","4","14"
"1407305802","1","1","1","5","14120","2","14"
"1407305803","4","1","1","5","14120","2","14"
"1407305804","1","1","1","4","14120","2","14"
"1407305805","3","","1","4","14120","2","14"
"1407305806","1","1","1","4","14120","2","14"
"1407370901","1","1","1","1","14120","3","14"
"1407370903","1","1","1","4","14120","3","14"
"1407370904","1","1","1","4","14120","3","14"
"1407372801","1","1","1","4","14120","3","14"
"1407372802","1","1","1","1","14120","3","14"
"1407372803","1","1","1","4","14120","3","14"
"1407372805","1","1","1","2","14120","3","14"
"1407372806","1","1","1","4","14120","3","14"
"1407455401","1","1","1","3","14120","3","14"
"1407455403","1","1","1","4","14120","3","14"
"1407455404","1","1","1","4","14120","3","14"
"1407455405","1","1","1","4","14120","3","14"
"1407455406","1","1","1","1","14120","3","14"
"1407470002","2","1","1","1","14120","3","14"
"1407470004","2","1","1","1","14120","3","14"
"1407470005","1","1","1","1","14120","3","14"
"1407520401","1","1","1","4","14120","2","14"
"1407520402","1","1","1","1","14120","2","14"
"1407520403","3","1","1","2","14120","2","14"
"1407520404","1","1","1","4","14120","2","14"
"1407520405","1","1","1","4","14120","2","14"
"1407520406","1","1","1","2","14120","2","14"
"1407572501","2","1","1","1","14120","4","14"
"1407572502","2","1","1","2","14120","4","14"
"1407572503","2","1","1","4","14120","4","14"
"1407572504","2","1","1","1","14120","4","14"
"1407572505","2","1","1","2","14120","4","14"
"1407572506","2","1","1","2","14120","4","14"
"1407608601","1","1","1","4","14120","3","14"
"1407608602","1","1","1","4","14120","3","14"
"1407608603","1","1","1","4","14120","3","14"
"1407608604","1","1","1","4","14120","3","14"
"1407608605","5","1","1","3","14120","3","14"
"1407608606","1","1","1","3","14120","3","14"
"1407627001","1","1","1","1","14120","2","14"
"1407627002","1","1","1","4","14120","2","14"
"1407627003","1","1","1","4","14120","2","14"
"1407627004","1","1","1","2","14120","2","14"
"1407695301","1","1","1","4","14120","4","14"
"1407695302","1","1","1","4","14120","4","14"
"1407695303","1","1","1","4","14120","4","14"
"1407695304","1","2","1","4","14120","4","14"
"1407695306","1","1","1","4","14120","4","14"
"1407775701","1","1","1","1","14120","3","14"
"1407775702","1","1","1","4","14120","3","14"
"1407775704","5","1","1","1","14120","3","14"
"1407775705","1","1","1","1","14120","3","14"
"1407795901","1","1","1","2","14120","4","14"
"1407795903","1","1","1","2","14120","4","14"
"1407795904","1","1","1","2","14120","4","14"
"1407795905","1","1","1","4","14120","4","14"
"1407795906","1","1","1","1","14120","4","14"
"1407989601","1","1","1","1","14120","2","14"
"1407989602","3","1","1","1","14120","2","14"
"1407989603","1","1","1","2","14120","2","14"
"1407989604","1","1","1","4","14120","2","14"
"1407989605","1","1","1","2","14120","2","14"
"1407989606","1","1","1","4","14120","2","14"
"1408159202","1","1","1","4","14120","3","14"
"1408159203","1","1","1","4","14120","3","14"
"1408159204","1","1","1","4","14120","3","14"
"1408159206","1","1","1","4","14120","3","14"
"1408183801","1","1","1","4","14120","4","14"
"1408183802","1","1","1","4","14120","4","14"
"1408206502","1","1","1","4","14120","3","14"
"1408206503","1","1","1","4","14120","3","14"
"1408206504","2","1","1","4","14120","3","14"
"1408206505","2","1","1","2","14120","3","14"
"1408206506","1","2","1","4","14120","3","14"
"1408222302","1","1","1","4","14120","3","14"
"1408222304","1","1","1","2","14120","3","14"
"1408269901","1","1","1","1","14120","3","14"
"1408269904","1","1","1","4","14120","3","14"
"1408269905","1","1","1","3","14120","3","14"
"1408269906","2","1","1","1","14120","3","14"
"1408336803","2","1","1","2","14120","3","14"
"1408336804","1","1","1","2","14120","3","14"
"1408336806","1","1","1","4","14120","3","14"
"1408359401","1","1","1","4","14120","3","14"
"1408359402","1","1","1","4","14120","3","14"
"1408359403","1","1","1","1","14120","3","14"
"1408359404","1","1","1","3","14120","3","14"
"1408359406","1","1","1","2","14120","3","14"
"1408386001","2","1","1","4","14120","3","14"
"1408386002","2","1","1","1","14120","3","14"
"1408386005","2","1","1","1","14120","3","14"
"1408386006","2","1","1","1","14120","3","14"
"1408528701","1","1","1","4","14120","2","14"
"1408528702","1","1","1","4","14120","2","14"
"1408528703","1","1","1","4","14120","2","14"
"1408528704","1","1","1","4","14120","2","14"
"1408528705","1","1","1","4","14120","2","14"
"1408528706","1","1","1","1","14120","2","14"
"1408566401","1","1","1","1","14120","4","14"
"1408566402","2","1","1","1","14120","4","14"
"1408566403","1","1","1","4","14120","4","14"
"1408566404","1","1","1","4","14120","4","14"
"1408566405","1","1","1","4","14120","4","14"
"1408760201","1","1","1","1","14120","2","14"
"1408760203","3","1","1","1","14120","2","14"
"1408760204","1","1","1","2","14120","2","14"
"1408760205","1","1","1","5","14120","2","14"
"1408760206","1","1","1","4","14120","2","14"
"1408932601","1","1","1","4","14120","3","14"
"1408932602","1","1","1","1","14120","3","14"
"1408932603","1","1","1","4","14120","3","14"
"1408932604","1","1","1","1","14120","3","14"
"1408932605","1","1","1","1","14120","3","14"
"1408932606","1","1","1","4","14120","3","14"
"1409022001","1","1","1","4","14120","4","14"
"1409022003","1","1","1","4","14120","4","14"
"1409022004","1","1","1","3","14120","4","14"
"1409022005","1","1","1","4","14120","4","14"
"1409094601","1","1","1","3","14120","4","14"
"1409094602","1","1","1","4","14120","4","14"
"1409094603","1","1","1","3","14120","4","14"
"1409094604","1","1","1","2","14120","4","14"
"1409094605","1","1","1","1","14120","4","14"
"1409204701","1","1","1","4","14120","3","14"
"1409204702","1","1","1","1","14120","3","14"
"1409204706","1","1","1","3","14120","3","14"
"1409220702","1","1","1","3","14120","4","14"
"1409220703","1","1","1","3","14120","4","14"
"1409220704","1","1","1","3","14120","4","14"
"1409220706","1","1","1","4","14120","4","14"
"1409286501","3","1","1","4","14120","2","14"
"1409286502","1","1","1","4","14120","2","14"
"1409286503","1","1","1","2","14120","2","14"
"1409286504","1","1","1","4","14120","2","14"
"1409286505","1","1","1","1","14120","2","14"
"1409286506","1","1","1","4","14120","2","14"
"1409293301","1","1","1","1","14120","2","14"
"1409293302","1","1","1","4","14120","2","14"
"1409293303","1","1","1","2","14120","2","14"
"1409293304","1","1","1","4","14120","2","14"
"1409293305","1","1","1","1","14120","2","14"
"1409293306","3","1","1","1","14120","2","14"
"1409383202","1","1","1","1","14120","4","14"
"1409383206","1","1","1","3","14120","4","14"
"1409429902","1","1","4","2","14120","2","14"
"1409429903","1","1","1","2","14120","2","14"
"1409429904","1","1","1","4","14120","2","14"
"1409429905","1","1","4","2","14120","2","14"
"1409432502","1","1","1","2","14120","4","14"
"1409432503","1","1","1","1","14120","4","14"
"1409432504","1","1","1","4","14120","4","14"
"1409432505","1","1","1","4","14120","4","14"
"1409432506","3","1","1","1","14120","4","14"
"1409475302","1","3","1","4","14120","4","14"
"1409475306","1","1","1","4","14120","4","14"
"1409528801","1","1","1","4","14120","2","14"
"1409528803","1","1","1","3","14120","2","14"
"1409528804","1","1","1","4","14120","2","14"
"1409528805","1","1","1","4","14120","2","14"
"1409528806","1","1","1","1","14120","2","14"
"1409536401","1","2","1","4","14120","2","14"
"1409536402","1","1","1","4","14120","2","14"
"1409536405","1","1","1","4","14120","2","14"
"1409568901","1","1","1","4","14120","4","14"
"1409568903","1","1","1","2","14120","4","14"
"1409568906","1","1","1","1","14120","4","14"
"1409574801","1","1","1","3","14120","4","14"
"1409574802","1","1","1","4","14120","4","14"
"1409574803","1","1","1","4","14120","4","14"
"1409574804","1","1","1","4","14120","4","14"
"1409574805","1","1","1","4","14120","4","14"
"1409574806","1","1","1","2","14120","4","14"
"1409667001","1","1","1","1","14006","3","14"
"1409667002","1","1","1","1","14006","3","14"
"1409667003","1","1","1","4","14006","3","14"
"1409667005","1","1","1","2","14006","3","14"
"1409667219","1","1","1","4","14006","3","14"
"1409667220","1","2","1","4","14006","3","14"
"1409667221","1","2","1","4","14006","3","14"
"1409667222","1","2","1","4","14006","3","14"
"1409667608","1","1","1","1","14006","3","14"
"1409667609","1","2","1","4","14006","3","14"
"1409667610","1","1","1","4","14006","3","14"
"1409667612","1","1","1","4","14006","3","14"
"1409667713","1","2","1","4","14006","3","14"
"1409667714","1","2","1","4","14006","3","14"
"1409667715","1","2","1","4","14006","3","14"
"1409667717","1","","1","1","14006","3","14"
"1409667718","1","2","1","4","14006","3","14"
"1409712013","2","1","1","1","14008","2","14"
"1409712014","2","1","1","2","14008","2","14"
"1409712015","1","2","1","1","14008","2","14"
"1409712016","1","3","1","2","14008","2","14"
"1409712017","1","3","1","2","14008","2","14"
"1409712018","1","3","1","1","14008","2","14"
"1409712407","1","4","1","1","14008","2","14"
"1409712408","3","4","1","1","14008","2","14"
"1409712409","1","4","1","4","14008","2","14"
"1409712410","1","1","1","4","14008","2","14"
"1409712411","2","3","1","1","14008","2","14"
"1409712412","1","4","1","4","14008","2","14"
"1409712619","1","4","1","4","14008","2","14"
"1409712621","1","1","1","1","14008","2","14"
"1409712802","1","4","1","4","14008","2","14"
"1409712803","1","4","1","4","14008","2","14"
"1409712805","1","4","1","1","14008","2","14"
"1409712806","1","3","1","1","14008","2","14"
"1409713207","2","4","1","2","14008","2","14"
"1409713208","1","4","1","4","14008","2","14"
"1409713209","2","3","1","1","14008","2","14"
"1409713210","1","4","1","1","14008","2","14"
"1409713211","1","4","1","4","14008","2","14"
"1409713212","2","3","1","1","14008","2","14"
"1409713319","1","3","1","1","14008","2","14"
"1409713320","1","3","1","2","14008","2","14"
"1409713323","1","3","1","4","14008","2","14"
"1409713324","1","1","1","2","14008","2","14"
"1409713513","1","4","1","4","14008","2","14"
"1409713514","1","4","1","4","14008","2","14"
"1409713515","1","4","1","4","14008","2","14"
"1409713517","1","3","1","4","14008","2","14"
"1409713702","1","4","1","4","14008","2","14"
"1409713704","1","1","1","1","14008","2","14"
"1409713705","2","3","1","1","14008","2","14"
"1409713706","1","3","1","2","14008","2","14"
"1410046213","1","1","1","2","14023","3","14"
"1410046214","1","1","1","4","14023","3","14"
"1410046216","1","1","1","1","14023","3","14"
"1410046217","1","1","1","4","14023","3","14"
"1410046218","1","1","1","4","14023","3","14"
"1410046519","1","1","1","1","14023","3","14"
"1410046520","1","1","1","1","14023","3","14"
"1410046521","1","1","1","4","14023","3","14"
"1410046522","1","1","1","4","14023","3","14"
"1410046523","1","1","1","4","14023","3","14"
"1410046524","1","1","1","4","14023","3","14"
"1410046602","1","1","1","4","14023","3","14"
"1410046603","1","1","1","4","14023","3","14"
"1410046606","1","1","1","4","14023","3","14"
"1410046707","1","1","1","2","14023","3","14"
"1410046709","1","1","1","4","14023","3","14"
"1410046710","1","1","1","4","14023","3","14"
"1410046712","1","1","1","4","14023","3","14"
"1410082301","1","1","1","1","14023","3","14"
"1410082303","1","1","1","2","14023","3","14"
"1410082304","1","1","1","1","14023","3","14"
"1410082305","1","1","1","2","14023","3","14"
"1410082419","1","1","1","4","14023","3","14"
"1410082420","1","1","1","4","14023","3","14"
"1410082421","1","1","1","4","14023","3","14"
"1410082423","1","1","1","4","14023","3","14"
"1410082424","1","1","1","1","14023","3","14"
"1410082813","1","1","1","1","14023","3","14"
"1410082814","1","1","1","4","14023","3","14"
"1410082815","1","1","1","4","14023","3","14"
"1410082816","1","1","1","4","14023","3","14"
"1410082818","1","1","1","4","14023","3","14"
"1410082907","1","2","1","4","14023","3","14"
"1410082908","1","1","1","4","14023","3","14"
"1410082909","1","1","1","4","14023","3","14"
"1410082910","1","1","1","1","14023","3","14"
"1410082911","1","1","1","4","14023","3","14"
"1410082912","1","1","1","4","14023","3","14"
"1410116001","1","1","1","2","14023","3","14"
"1410116003","1","1","1","1","14023","3","14"
"1410116004","1","1","1","4","14023","3","14"
"1410116006","1","1","1","4","14023","3","14"
"1410116219","1","1","1","4","14023","3","14"
"1410116221","1","1","1","1","14023","3","14"
"1410116222","1","1","1","4","14023","3","14"
"1410116223","1","1","1","3","14023","3","14"
"1410116224","1","1","1","2","14023","3","14"
"1410116608","1","1","1","4","14023","3","14"
"1410116610","1","1","1","3","14023","3","14"
"1410116611","1","1","1","4","14023","3","14"
"1410116612","1","1","1","1","14023","3","14"
"1410116713","1","1","1","3","14023","3","14"
"1410116715","1","1","1","1","14023","3","14"
"1410116716","1","1","1","4","14023","3","14"
"1410116718","1","1","1","4","14023","3","14"
"1410123019","1","1","1","4","14023","2","14"
"1410123020","1","1","1","1","14023","2","14"
"1410123021","1","2","1","1","14023","2","14"
"1410123024","1","1","1","4","14023","2","14"
"1410123414","1","1","1","4","14023","2","14"
"1410123415","1","1","1","1","14023","2","14"
"1410123416","1","1","1","4","14023","2","14"
"1410123418","1","1","1","4","14023","2","14"
"1410123807","1","1","1","2","14023","2","14"
"1410123808","1","1","1","2","14023","2","14"
"1410123809","1","1","1","4","14023","2","14"
"1410123811","1","1","1","4","14023","2","14"
"1410123812","1","1","1","2","14023","2","14"
"1410123901","1","1","1","1","14023","2","14"
"1410123902","1","1","1","3","14023","2","14"
"1410123903","1","2","1","1","14023","2","14"
"1410123904","1","1","1","1","14023","2","14"
"1410123905","1","2","1","1","14023","2","14"
"1410123906","1","2","1","4","14023","2","14"
"1410816601","1","5","1","3","14070","2","14"
"1410816602","1","4","1","4","14070","2","14"
"1410816603","1","3","1","4","14070","2","14"
"1410816604","1","1","1","2","14070","2","14"
"1410816605","1","1","1","4","14070","2","14"
"1410816606","1","1","1","4","14070","2","14"
"1410898701","1","2","1","1","14070","2","14"
"1410898702","1","2","1","4","14070","2","14"
"1410898703","1","1","1","4","14070","2","14"
"1410898705","1","2","1","1","14070","2","14"
"1410898706","1","","1","4","14070","2","14"
"1411040201","1","1","1","2","14070","2","14"
"1411040203","1","1","1","4","14070","2","14"
"1411040204","1","2","1","4","14070","2","14"
"1411040205","1","2","1","4","14070","2","14"
"1411040206","1","1","1","1","14070","2","14"
"1411101008","1","3","1","4","14073","2","14"
"1411101009","1","3","1","4","14073","2","14"
"1411101010","1","2","1","4","14073","2","14"
"1411101011","1","4","1","1","14073","2","14"
"1411101012","1","4","1","4","14073","2","14"
"1411101401","1","1","1","1","14073","2","14"
"1411101402","1","4","1","2","14073","2","14"
"1411101406","2","2","1","1","14073","2","14"
"1411101613","5","4","1","1","14073","2","14"
"1411101615","1","2","1","1","14073","2","14"
"1411101617","1","2","1","1","14073","2","14"
"1411101719","1","2","1","4","14073","2","14"
"1411101722","2","1","1","1","14073","2","14"
"1411101723","1","2","1","1","14073","2","14"
"1411101724","1","1","1","3","14073","2","14"
"1411142201","1","3","1","1","14078","2","14"
"1411142202","1","1","1","1","14078","2","14"
"1411142203","1","2","1","4","14078","2","14"
"1411142204","3","1","1","1","14078","2","14"
"1411142205","1","4","1","1","14078","2","14"
"1411142313","3","1","1","1","14078","2","14"
"1411142318","1","2","1","1","14078","2","14"
"1411142508","1","2","1","3","14078","2","14"
"1411142509","2","1","1","1","14078","2","14"
"1411142511","1","1","1","2","14078","2","14"
"1411142512","1","1","1","1","14078","2","14"
"1411142919","1","1","1","1","14078","2","14"
"1411142922","2","1","1","1","14078","2","14"
"1411142923","1","1","1","1","14078","2","14"
"1411142924","1","1","1","1","14078","2","14"
"1411173307","1","1","1","4","14078","3","14"
"1411173308","1","1","1","4","14078","3","14"
"1411173309","2","1","1","1","14078","3","14"
"1411173310","2","1","1","1","14078","3","14"
"1411173311","1","1","1","4","14078","3","14"
"1411173312","1","1","1","4","14078","3","14"
"1411173501","1","1","1","1","14078","3","14"
"1411173503","1","3","1","4","14078","3","14"
"1411173504","3","1","1","1","14078","3","14"
"1411173820","1","1","1","4","14078","3","14"
"1411173822","1","1","1","1","14078","3","14"
"1411173823","2","1","1","4","14078","3","14"
"1411173824","1","1","1","1","14078","3","14"
"1411173913","1","1","1","4","14078","3","14"
"1411173914","2","1","1","4","14078","3","14"
"1411173915","1","1","1","4","14078","3","14"
"1411173918","2","1","1","1","14078","3","14"
"1411270010","1","1","1","1","14083","3","14"
"1411270011","1","1","1","4","14083","3","14"
"1411270012","1","1","1","3","14083","3","14"
"1411270402","1","2","1","5","14083","3","14"
"1411270405","1","1","1","4","14083","3","14"
"1411270406","1","2","1","1","14083","3","14"
"1411270613","1","1","1","4","14083","3","14"
"1411270614","1","1","1","4","14083","3","14"
"1411270615","1","1","1","2","14083","3","14"
"1411270616","1","1","1","4","14083","3","14"
"1411270617","1","1","1","4","14083","3","14"
"1411270618","1","1","1","4","14083","3","14"
"1411270719","1","1","1","4","14083","3","14"
"1411270720","1","1","1","4","14083","3","14"
"1411270721","1","1","1","4","14083","3","14"
"1411270723","1","1","1","3","14083","3","14"
"1411270724","1","1","1","3","14083","3","14"
"1411280013","1","2","1","2","14083","2","14"
"1411280014","1","2","1","4","14083","2","14"
"1411280016","1","2","1","3","14083","2","14"
"1411280017","1","2","1","4","14083","2","14"
"1411280018","1","2","1","4","14083","2","14"
"1411280408","1","2","1","1","14083","2","14"
"1411280409","1","2","1","1","14083","2","14"
"1411280411","1","1","1","4","14083","2","14"
"1411280412","1","2","1","4","14083","2","14"
"1411280620","1","2","1","4","14083","2","14"
"1411280621","1","2","1","4","14083","2","14"
"1411280622","1","2","1","4","14083","2","14"
"1411280623","1","2","1","4","14083","2","14"
"1411280624","1","1","1","2","14083","2","14"
"1411280801","1","2","1","4","14083","2","14"
"1411280802","4","1","1","1","14083","2","14"
"1411280803","1","2","1","1","14083","2","14"
"1411280804","1","2","1","1","14083","2","14"
"1411280805","1","3","1","3","14083","2","14"
"1411280806","1","2","1","4","14083","2","14"
"1411506307","1","1","1","1","14093","3","14"
"1411506308","1","1","1","3","14093","3","14"
"1411506309","1","1","1","1","14093","3","14"
"1411506310","1","1","1","3","14093","3","14"
"1411506311","1","1","1","4","14093","3","14"
"1411506312","1","4","1","4","14093","3","14"
"1411506501","2","1","1","2","14093","3","14"
"1411506503","2","1","1","1","14093","3","14"
"1411506504","1","1","1","3","14093","3","14"
"1411506505","1","1","1","1","14093","3","14"
"1411506819","1","1","1","4","14093","3","14"
"1411506820","1","1","1","1","14093","3","14"
"1411506821","1","1","1","1","14093","3","14"
"1411506823","1","1","1","1","14093","3","14"
"1411506824","1","1","1","2","14093","3","14"
"1411506913","1","1","1","1","14093","3","14"
"1411506914","1","1","1","4","14093","3","14"
"1411506915","1","1","1","1","14093","3","14"
"1411506916","1","1","1","4","14093","3","14"
"1411653501","1","1","1","1","14097","2","14"
"1411653502","1","1","1","4","14097","2","14"
"1411653503","1","1","1","4","14097","2","14"
"1411653504","1","1","1","4","14097","2","14"
"1411653505","1","1","1","1","14097","2","14"
"1411653506","1","1","1","1","14097","2","14"
"1411658801","1","1","1","4","14097","3","14"
"1411658804","1","1","1","4","14097","3","14"
"1411658805","1","1","1","4","14097","3","14"
"1411658806","1","1","1","1","14097","3","14"
"1411717003","1","1","1","3","14097","4","14"
"1411798301","1","","1","3","14097","2","14"
"1411798302","1","2","1","2","14097","2","14"
"1411798303","1","","1","3","14097","2","14"
"1411798304","3","4","1","1","14097","2","14"
"1411798305","1","1","1","4","14097","2","14"
"1411798306","1","5","1","1","14097","2","14"
"1411810601","1","1","1","1","14097","4","14"
"1411810602","1","1","1","1","14097","4","14"
"1411810604","1","1","1","3","14097","4","14"
"1411810605","1","1","1","5","14097","4","14"
"1411810606","1","1","1","1","14097","4","14"
"1412016207","1","1","1","3","14097","2","14"
"1412016208","1","1","1","3","14097","2","14"
"1412016209","1","1","1","3","14097","2","14"
"1412016210","1","1","1","3","14097","2","14"
"1412016319","1","1","1","2","14097","2","14"
"1412016320","1","1","1","1","14097","2","14"
"1412016321","1","1","1","3","14097","2","14"
"1412016322","1","1","1","3","14097","2","14"
"1412016323","1","1","1","3","14097","2","14"
"1412016324","1","1","1","3","14097","2","14"
"1412016513","1","1","1","3","14097","2","14"
"1412016514","1","1","1","3","14097","2","14"
"1412016515","1","1","1","4","14097","2","14"
"1412016517","1","1","1","1","14097","2","14"
"1412016518","1","1","1","4","14097","2","14"
"1412016702","1","1","1","3","14097","2","14"
"1412016703","1","1","1","3","14097","2","14"
"1412016704","1","1","1","3","14097","2","14"
"1412016705","1","1","1","3","14097","2","14"
"1412064401","1","1","1","4","14098","3","14"
"1412064402","1","1","1","1","14098","3","14"
"1412064403","1","1","1","3","14098","3","14"
"1412064404","1","1","1","3","14098","3","14"
"1412064405","1","1","1","1","14098","3","14"
"1412064406","1","1","1","1","14098","3","14"
"1412087902","2","1","1","2","14101","2","14"
"1412087903","1","1","1","4","14101","2","14"
"1412087904","1","","1","4","14101","2","14"
"1412087905","1","","1","1","14101","2","14"
"1412087906","1","1","1","4","14101","2","14"
"1412408019","1","1","1","6","14121","2","14"
"1412408020","1","1","1","4","14121","2","14"
"1412408021","1","1","1","1","14121","2","14"
"1412408022","1","1","1","6","14121","2","14"
"1412408023","1","1","1","6","14121","2","14"
"1412408024","1","1","1","4","14121","2","14"
"1412408413","1","1","1","4","14121","2","14"
"1412408414","1","1","1","2","14121","2","14"
"1412408415","1","1","1","4","14121","2","14"
"1412408417","1","1","1","4","14121","2","14"
"1412408418","1","1","1","4","14121","2","14"
"1412408807","1","1","1","1","14121","2","14"
"1412408808","1","1","1","1","14121","2","14"
"1412408809","1","1","1","1","14121","2","14"
"1412408811","1","1","1","4","14121","2","14"
"1412408812","1","2","1","4","14121","2","14"
"1412408902","1","1","1","4","14121","2","14"
"1412408903","1","1","1","4","14121","2","14"
"1412408904","1","1","1","4","14121","2","14"
"1412408905","1","1","1","4","14121","2","14"
"1412408906","1","2","1","3","14121","2","14"
"1412425213","1","1","1","1","14121","2","14"
"1412425214","1","1","1","4","14121","2","14"
"1412425215","1","1","1","4","14121","2","14"
"1412425216","1","1","1","4","14121","2","14"
"1412425218","1","1","1","4","14121","2","14"
"1412425520","1","1","1","3","14121","2","14"
"1412425521","1","2","1","3","14121","2","14"
"1412425522","5","1","1","3","14121","2","14"
"1412425523","1","1","1","1","14121","2","14"
"1412425601","1","1","1","4","14121","2","14"
"1412425603","1","1","1","4","14121","2","14"
"1412425604","1","1","1","2","14121","2","14"
"1412425605","1","1","1","4","14121","2","14"
"1412425606","1","1","1","2","14121","2","14"
"1412425707","5","1","1","1","14121","2","14"
"1412425709","5","1","1","1","14121","2","14"
"1412425710","5","1","1","2","14121","2","14"
"1412425711","5","1","1","1","14121","2","14"
"1412425712","5","1","1","4","14121","2","14"
"1412448302","1","1","1","1","14124","2","14"
"1412448303","1","1","1","4","14124","2","14"
"1412448304","1","1","1","1","14124","2","14"
"1412448305","1","1","1","4","14124","2","14"
"1412448419","1","1","1","5","14124","2","14"
"1412448420","1","1","1","1","14124","2","14"
"1412448421","1","1","1","4","14124","2","14"
"1412448422","1","1","1","1","14124","2","14"
"1412448423","1","1","1","1","14124","2","14"
"1412448424","1","1","1","4","14124","2","14"
"1412448813","1","1","1","4","14124","2","14"
"1412448814","1","2","1","2","14124","2","14"
"1412448815","1","1","1","1","14124","2","14"
"1412448816","1","1","1","1","14124","2","14"
"1412448817","1","2","1","2","14124","2","14"
"1412448818","1","2","1","1","14124","2","14"
"1412448907","1","1","1","1","14124","2","14"
"1412448908","1","1","1","4","14124","2","14"
"1412448909","1","1","1","4","14124","2","14"
"1412448910","1","1","1","1","14124","2","14"
"1412586201","1","1","1","2","14005","2","14"
"1412586202","1","1","1","1","14005","2","14"
"1412586203","1","1","1","2","14005","2","14"
"1412586204","1","1","1","2","14005","2","14"
"1412586205","1","2","1","1","14005","2","14"
"1412586206","1","1","1","4","14005","2","14"
"1412586313","1","1","1","5","14005","2","14"
"1412586314","1","1","1","5","14005","2","14"
"1412586315","1","1","1","1","14005","2","14"
"1412586316","1","1","1","4","14005","2","14"
"1412586317","1","1","1","1","14005","2","14"
"1412586507","1","1","1","1","14005","2","14"
"1412586508","1","1","1","2","14005","2","14"
"1412586509","1","1","1","4","14005","2","14"
"1412586510","1","1","1","2","14005","2","14"
"1412586511","1","1","1","2","14005","2","14"
"1412586512","1","1","1","4","14005","2","14"
"1412586919","1","1","1","1","14005","2","14"
"1412586920","1","1","1","1","14005","2","14"
"1412586921","1","1","1","2","14005","2","14"
"1412586922","3","1","1","1","14005","2","14"
"1412586923","1","1","1","5","14005","2","14"
"1412586924","1","1","1","1","14005","2","14"
"1412981308","1","1","1","1","14030","3","14"
"1412981309","1","1","1","2","14030","3","14"
"1412981310","1","1","1","4","14030","3","14"
"1412981311","1","2","1","1","14030","3","14"
"1412981312","1","1","1","2","14030","3","14"
"1412981501","1","4","3","4","14030","3","14"
"1412981503","1","1","1","1","14030","3","14"
"1412981504","1","1","1","1","14030","3","14"
"1412981505","1","1","1","1","14030","3","14"
"1412981819","1","1","1","4","14030","3","14"
"1412981820","1","1","1","4","14030","3","14"
"1412981821","1","1","1","4","14030","3","14"
"1412981822","1","1","1","4","14030","3","14"
"1412981823","1","1","1","2","14030","3","14"
"1412981824","1","1","1","4","14030","3","14"
"1412981913","1","1","1","2","14030","3","14"
"1412981914","1","1","1","4","14030","3","14"
"1412981915","1","1","1","4","14030","3","14"
"1412981916","1","1","1","4","14030","3","14"
"1412981917","1","1","1","4","14030","3","14"
"1412981918","1","1","1","4","14030","3","14"
"1413005013","1","1","1","2","14030","2","14"
"1413005014","1","1","1","4","14030","2","14"
"1413005015","1","1","1","1","14030","2","14"
"1413005017","1","1","1","4","14030","2","14"
"1413005407","1","1","1","4","14030","2","14"
"1413005408","1","1","1","4","14030","2","14"
"1413005409","1","1","1","1","14030","2","14"
"1413005410","1","1","1","4","14030","2","14"
"1413005411","1","1","1","2","14030","2","14"
"1413005412","1","1","1","4","14030","2","14"
